"Drug","09-18-2022"
"ivermectin",411
"midazolam",62
"hydroxychloroquine",47
"ritonavir",13
"vincristine",11
"azithromycin",10
"ketamine",10
"ibuprofen",9
"prednisone",9
"chloroquine",6
"baricitinib",5
"glutathione",5
"bradykinin",4
"bucillamine",4
"dexamethasone",4
"quercetin",4
"talopram",4
"aldosterone",3
"curcumin",3
"deferoxamine",3
"fluvoxamine",3
"amoxicillin",2
"budesonide",2
"capsaicin",2
"colchicine",2
"glycine",2
"glyphosate",2
"lopinavir",2
"mefloquine",2
"acetylcholine",1
"alanine",1
"amphetamine",1
"berberine",1
"biotin",1
"boron",1
"digoxin",1
"diphenhydramine",1
"epinephrine",1
"esketamine",1
"finasteride",1
"fructose",1
"gentamicin",1
"guanosine",1
"hydrocortisone",1
"imatinib",1
"ivabradine",1
"maraviroc",1
"meropenem",1
"methotrexate",1
"midodrine",1
"modafinil",1
"nicotinamide",1
"nitazoxanide",1
"oseltamivir",1
"osimertinib",1
"pantoprazole",1
"progesterone",1
"quinine",1
"resveratrol",1
"spironolactone",1
"sulbactam",1
"suramin",1
"temazepam",1
"thalidomide",1
"thymol",1
"tucatinib",1
"ubiquinol",1
"vancomycin",1
"venetoclax",1
"warfarin",1
