"Drug","06-07-2021"
"ivermectin",3584
"hydroxychloroquine",2272
"remdesivir",924
"budesonide",521
"favipiravir",507
"ibuprofen",502
"midazolam",282
"quercetin",169
"doxycycline",137
"chloroquine",88
"azithromycin",81
"niclosamide",77
"niacin",75
"cysteine",70
"tempol",57
"thalidomide",57
"dexamethasone",39
"baricitinib",30
"fentanyl",29
"leronlimab",24
"colchicine",22
"fluvoxamine",19
"metformin",19
"kava",18
"arginine",15
"mmda",15
"posaconazole",15
"dopamine",13
"nitazoxanide",13
"suramin",13
"nifuroxazide",12
"rivaroxaban",12
"spironolactone",12
"lopinavir",11
"nicotinamide",10
"caspofungin",9
"voriconazole",9
"isoquercetin",8
"fluoxetine",7
"nelfinavir",7
"penicillin",7
"acetylcholine",6
"atorvastatin",6
"chlorine dioxide",6
"creatinine",6
"prednisone",6
"talopram",6
"bromhexine",5
"estradiol",5
"methylprednisolone",5
"acetaminophen",4
"curcumin",4
"everolimus",4
"quinine",4
"rapamycin",4
"sirolimus",4
"trehalose",4
"adenine",3
"aviptadil",3
"calcifediol",3
"camostat",3
"cepharanthine",3
"creatine",3
"cyproheptadine",3
"famotidine",3
"glutathione",3
"glyphosate",3
"methadone",3
"methotrexate",3
"nimesulide",3
"proline",3
"actemra",2
"amphotericin b",2
"ampreloxetine",2
"bradykinin",2
"buprenorphine",2
"cannabidiol",2
"fluticasone",2
"formaldehyde",2
"hyaluronic",2
"indomethacin",2
"isavuconazole",2
"ivabradine",2
"larazotide",2
"montelukast",2
"pyronaridine",2
"ribavirin",2
"ritonavir",2
"rutin",2
"s-23",2
"sarilumab",2
"tenofovir",2
"thiamine",2
"tryptophan",2
"acyclovir",1
"ambroxol",1
"amoxicillin",1
"amphetamine",1
"apabetalone",1
"astaxanthin",1
"atropine",1
"benzodiazepine",1
"berberine",1
"brincidofovir",1
"calcitriol",1
"camphor",1
"carisoprodol",1
"cenicriviroc",1
"ciclesonide",1
"clozapine",1
"codeine",1
"dantrolene",1
"datp",1
"deferoxamine",1
"eletriptan",1
"emricasan",1
"emtricitabine",1
"etoposide",1
"fenbendazole",1
"folic",1
"forskolin",1
"fructose",1
"gadolinium",1
"galidesivir",1
"ganciclovir",1
"glycine",1
"hesperidin",1
"hypochlorous",1
"indole",1
"itraconazole",1
"levodopa",1
"lorazepam",1
"masitinib",1
"megestrol",1
"megestrol acetate",1
"naloxone",1
"naproxen",1
"olanzapine",1
"omeprazole",1
"pentamidine",1
"plitidepsin",1
"resveratrol",1
"rofecoxib",1
"ropivacaine",1
"ruxolitinib",1
"samidorphan",1
"squalene",1
"sulforaphane",1
"tigecycline",1
"triclosan",1
"uracil",1
"ursodeoxycholic",1
"valdecoxib",1
