"Drug","01-16-2022"
"ivermectin",6471
"remdesivir",472
"creatinine",378
"crocin",354
"budesonide",348
"hydroxychloroquine",283
"fentanyl",176
"baricitinib",148
"chloroquine",113
"fluvoxamine",92
"dexamethasone",83
"quercetin",78
"ibuprofen",40
"linezolid",33
"azithromycin",30
"niacin",26
"prednisone",23
"glutathione",21
"midazolam",21
"ursodeoxycholic",17
"daptomycin",15
"ritonavir",14
"cysteine",13
"lenalidomide",13
"thalidomide",13
"spironolactone",12
"favipiravir",11
"methotrexate",11
"nicotinamide",10
"nitazoxanide",10
"acetaminophen",9
"ruxolitinib",8
"sulforaphane",8
"tofacitinib",8
"ubiquinol",8
"artemisinin",7
"cannabidiol",7
"methadone",7
"penicillin",7
"pentoxifylline",7
"potassium",7
"niclosamide",6
"warfarin",6
"colchicine",5
"doxycycline",5
"ketamine",5
"rifampicin",5
"s-23",5
"talopram",5
"vincristine",5
"chlorine dioxide",4
"codeine",4
"glyphosate",4
"lopinavir",4
"amoxicillin",3
"boron",3
"clonidine",3
"curcumin",3
"ephedrine",3
"gadolinium",3
"leronlimab",3
"metformin",3
"mmda",3
"nortriptyline",3
"prednisolone",3
"rivaroxaban",3
"salbutamol",3
"sildenafil",3
"thiamine",3
"tromethamine",3
"actemra",2
"albendazole",2
"amphetamine",2
"arginine",2
"astaxanthin",2
"bucillamine",2
"colistin",2
"dextromethorphan",2
"diphenhydramine",2
"dipyridamole",2
"famotidine",2
"flunarizine",2
"fluticasone",2
"formaldehyde",2
"gabapentin",2
"guaifenesin",2
"hydroxyzine",2
"indomethacin",2
"losartan",2
"mefloquine",2
"mirtazapine",2
"montelukast",2
"nafamostat",2
"naproxen",2
"orphenadrine",2
"retinol",2
"trazodone",2
"tyrosine",2
"valinomycin",2
"vancomycin",2
"venlafaxine",2
"acetylcholine",1
"alanine",1
"alprazolam",1
"amantadine",1
"artesunate",1
"aviptadil",1
"baclofen",1
"berberine",1
"beta-alanine",1
"betahistine",1
"biotin",1
"buprenorphine",1
"calcifediol",1
"camphor",1
"carboplatin",1
"caroverine",1
"cefepime",1
"ceftazidime",1
"cefuroxime",1
"cetylpyridinium",1
"chloride ion",1
"cholecalciferol",1
"choline",1
"ciclesonide",1
"cinnarizine",1
"cisplatin",1
"clozapine",1
"cyproheptadine",1
"digoxin",1
"dopamine",1
"enzalutamide",1
"erythromycin",1
"escitalopram",1
"estradiol",1
"famciclovir",1
"fenbendazole",1
"fenofibrate",1
"finasteride",1
"fructose",1
"glycine",1
"hexetidine",1
"hyaluronic",1
"hydrocodone",1
"hydroxyurea",1
"inulin",1
"ipamorelin",1
"l-lysine",1
"levocetirizine",1
"levofloxacin",1
"lorazepam",1
"loxapine",1
"malic",1
"mannose",1
"megestrol",1
"megestrol acetate",1
"meldonium",1
"methaqualone",1
"methylprednisolone",1
"metoprolol",1
"metronidazole",1
"nifuroxazide",1
"oleandrin",1
"oseltamivir",1
"ouabain",1
"oxycodone",1
"oxymetazoline",1
"permethrin",1
"phenol",1
"posaconazole",1
"prasugrel",1
"prochlorperazine",1
"pseudoephedrine",1
"pyronaridine",1
"rabeprazole",1
"ranitidine",1
"ribavirin",1
"rosuvastatin",1
"tacrolimus",1
"tempol",1
"titanium dioxide",1
"tizanidine",1
"ziprasidone",1
