"Drug","06-17-2021"
"ivermectin",2493
"hydroxychloroquine",855
"tofacitinib",182
"remdesivir",145
"dexamethasone",125
"azithromycin",90
"favipiravir",47
"baricitinib",41
"niacin",41
"colchicine",40
"quercetin",39
"fentanyl",30
"amphotericin b",29
"tempol",28
"chloroquine",22
"fluvoxamine",22
"ibuprofen",19
"penicillin",18
"leronlimab",17
"doxycycline",15
"thalidomide",15
"ebastine",14
"estradiol",13
"catechin",10
"glutathione",10
"metformin",10
"nafamostat",10
"arginine",9
"calcifediol",8
"curcumin",8
"bucillamine",7
"dopamine",6
"imatinib",6
"proline",6
"amantadine",5
"astaxanthin",5
"pyrithione",5
"suramin",5
"tryptophan",5
"vincristine",5
"artesunate",4
"berberine",4
"budesonide",4
"cannabidiol",4
"dapagliflozin",4
"emricasan",4
"fexinidazole",4
"glyphosate",4
"iodide",4
"mefloquine",4
"midazolam",4
"minocycline",4
"phosphocreatine",4
"propofol",4
"talopram",4
"thiamine",4
"acetylcholine",3
"acyclovir",3
"adenine",3
"aviptadil",3
"bromhexine",3
"cinnamaldehyde",3
"cyproheptadine",3
"famotidine",3
"hydrocortisone",3
"hydroquinone",3
"ivabradine",3
"naloxone",3
"piperine",3
"rivaroxaban",3
"urea",3
"acetylcysteine",2
"argatroban",2
"cetirizine",2
"codeine",2
"cysteine",2
"fisetin",2
"histidine",2
"levodopa",2
"lidocaine",2
"manganese",2
"megestrol",2
"megestrol acetate",2
"methylprednisolone",2
"mmda",2
"naltrexone",2
"niclosamide",2
"nitazoxanide",2
"paroxetine",2
"phosphorus",2
"potassium",2
"prednisone",2
"propranolol",2
"quinine",2
"resveratrol",2
"somatostatin",2
"warfarin",2
"abemaciclib",1
"acetaminophen",1
"actemra",1
"alclofenac",1
"aldosterone",1
"allicin",1
"ambroxol",1
"amitriptyline",1
"apigenin",1
"azelastine",1
"benoxaprofen",1
"cadmium",1
"camostat",1
"carbocisteine",1
"caspofungin",1
"celecoxib",1
"chlorhexidine",1
"chlorine dioxide",1
"clobazam",1
"crocin",1
"diamorphine",1
"diethylstilbestrol",1
"encainide",1
"enzalutamide",1
"epinephrine",1
"erythromycin",1
"fluconazole",1
"gabapentin",1
"guanosine",1
"haloperidol",1
"hydroxyzine",1
"ifenprodil",1
"inositol",1
"letrozole",1
"loratadine",1
"losartan",1
"merimepodib",1
"methadone",1
"methotrexate",1
"metoprolol",1
"midodrine",1
"myricetin",1
"nintedanib",1
"omeprazole",1
"palbociclib",1
"posaconazole",1
"potassium chloride",1
"pregabalin",1
"pritelivir",1
"progesterone",1
"promethazine",1
"ramipril",1
"retinol",1
"ribociclib",1
"ribose",1
"s-23",1
"scopolamine",1
"sodium ascorbate",1
"sotalol",1
"tamoxifen",1
"uridine",1
"vanadium",1
