"Drug","02-01-2022"
"ivermectin",14190
"remdesivir",345
"hydroxychloroquine",330
"ibuprofen",298
"acetaminophen",266
"oxymetazoline",265
"quercetin",85
"fentanyl",82
"niacin",57
"fluvoxamine",34
"ritonavir",34
"cetylpyridinium",33
"dexamethasone",33
"azithromycin",32
"camostat",32
"mannose",31
"folic",21
"chloroquine",18
"phosphocreatine",17
"prednisone",17
"penicillin",16
"glutathione",15
"cannabidiol",14
"lopinavir",14
"tempol",13
"midazolam",12
"thimerosal",12
"baricitinib",11
"vincristine",11
"curcumin",10
"doxycycline",9
"proline",9
"sapropterin",9
"codeine",8
"cysteine",8
"dopamine",8
"ryanodine",8
"thalidomide",8
"ketamine",7
"fluticasone",6
"mmda",6
"plitidepsin",6
"urea",6
"artemisinin",5
"aviptadil",5
"budesonide",5
"clozapine",5
"metformin",5
"palbociclib",5
"talopram",5
"colchicine",4
"indomethacin",4
"leronlimab",4
"loratadine",4
"nicotinamide",4
"s-23",4
"buprenorphine",3
"famotidine",3
"galactose",3
"methadone",3
"methotrexate",3
"montelukast",3
"potassium",3
"tryptophan",3
"vancomycin",3
"almitrine",2
"amantadine",2
"amoxicillin",2
"apabetalone",2
"azathioprine",2
"bucillamine",2
"chlorine dioxide",2
"doxepin",2
"estradiol",2
"favipiravir",2
"glyphosate",2
"hydroxyzine",2
"imodium",2
"kava",2
"lupeol",2
"meclizine",2
"mirin",2
"nitroglycerin",2
"quinine",2
"acetylcholine",1
"acetylcysteine",1
"actemra",1
"allicin",1
"antipain",1
"arginine",1
"artesunate",1
"atorvastatin",1
"atovaquone",1
"benzonatate",1
"bisoprolol",1
"bromhexine",1
"capsaicin",1
"cefdinir",1
"cepharanthine",1
"chromium",1
"clomipramine",1
"cobicistat",1
"creatine",1
"crocin",1
"dapsone",1
"dextromethorphan",1
"digitoxin",1
"fexofenadine",1
"finasteride",1
"fingolimod",1
"flutamide",1
"formaldehyde",1
"fostamatinib",1
"gabapentin",1
"gingerol",1
"histidine",1
"hyaluronic",1
"ingavirin",1
"inulin",1
"ivabradine",1
"ketoprofen",1
"leucine",1
"luliconazole",1
"luteolin",1
"malic",1
"maraviroc",1
"megestrol",1
"megestrol acetate",1
"midodrine",1
"minoxidil",1
"naloxone",1
"nitrite",1
"nitrous oxide",1
"nitrous-oxide",1
"omeprazole",1
"piracetam",1
"proguanil",1
"propofol",1
"pseudoephedrine",1
"resveratrol",1
"ribose",1
"ronnel",1
"rutin",1
"ruxolitinib",1
"sirolimus",1
"stannous fluoride",1
"tacrolimus",1
"tetracycline",1
"titanium dioxide",1
"tofacitinib",1
"trehalose",1
"tromethamine",1
"vanadium",1
"warfarin",1
