"Drug","01-21-2021"
"hydroxychloroquine",1171
"ivermectin",422
"nitazoxanide",84
"quercetin",81
"remdesivir",69
"leronlimab",48
"bromhexine",33
"favipiravir",26
"fentanyl",25
"ibuprofen",22
"ambroxol",21
"thalidomide",15
"aviptadil",14
"penicillin",13
"colchicine",11
"s-23",11
"baricitinib",10
"budesonide",10
"vincristine",10
"amoxicillin",7
"glyphosate",7
"tempol",7
"cannabidiol",6
"cholecalciferol",6
"ketamine",6
"actemra",4
"berberine",4
"chlorine dioxide",4
"clonazepam",4
"dopamine",4
"galidesivir",4
"glutathione",4
"hypochlorous",4
"niclosamide",4
"phosphorus",4
"tryptophan",4
"artemisinin",3
"bucillamine",3
"cesium",3
"famotidine",3
"methotrexate",3
"mmda",3
"naloxone",3
"potassium",3
"quinine",3
"sarilumab",3
"squalene",3
"valine",3
"astaxanthin",2
"calcifediol",2
"camostat",2
"camphor",2
"ceftriaxone",2
"chlorhexidine",2
"jq1",2
"kava",2
"maraviroc",2
"megestrol",2
"megestrol acetate",2
"resveratrol",2
"ritonavir",2
"sacubitril",2
"spironolactone",2
"triclosan",2
"vancomycin",2
"acalabrutinib",1
"albendazole",1
"alisporivir",1
"amantadine",1
"amiodarone",1
"angiotensin ii",1
"arginine",1
"atazanavir",1
"blarcamesine",1
"buprenorphine",1
"cafedrine",1
"calcitriol",1
"capsaicin",1
"chloroprocaine",1
"creatine",1
"curcumin",1
"cysteine",1
"estetrol",1
"fenbendazole",1
"formaldehyde",1
"fructose",1
"ibrutinib",1
"imipramine",1
"imodium",1
"ingenol",1
"ingenol mebutate",1
"l-glutamine",1
"lopinavir",1
"nitrous oxide",1
"nitrous-oxide",1
"oleandrin",1
"pg-9",1
"polymyxin b",1
"progesterone",1
"propofol",1
"propranolol",1
"pterostilbene",1
"r-348",1
"ribose",1
"rutin",1
"sirolimus",1
"taurine",1
"temozolomide",1
"tenofovir",1
"thiopental",1
"triethylene glycol",1
"tromethamine",1
"tyrosine",1
"urea",1
"vadadustat",1
