"Drug","01-10-2023"
"ivermectin",8802
"hydroxychloroquine",5264
"fentanyl",137
"quercetin",83
"bucillamine",70
"fluvoxamine",65
"thalidomide",20
"ibuprofen",15
"midazolam",15
"chloroquine",13
"azithromycin",10
"metformin",10
"ritonavir",10
"famotidine",9
"niacin",7
"baricitinib",6
"chlorine dioxide",6
"dexamethasone",5
"dopamine",5
"doxycycline",5
"favipiravir",5
"guanfacine",5
"cyclophosphamide",4
"glutathione",4
"prednisone",4
"acetaminophen",3
"amoxicillin",3
"arginine",3
"budesonide",3
"codeine",3
"ketamine",3
"levodopa",3
"lorazepam",3
"piracetam",3
"plitidepsin",3
"resveratrol",3
"talopram",3
"alectinib",2
"amiodarone",2
"cysteine",2
"fructose",2
"methylprednisolone",2
"naltrexone",2
"nimodipine",2
"propofol",2
"quinine",2
"squalene",2
"tyrosine",2
"warfarin",2
"allicin",1
"amantadine",1
"apixaban",1
"aviptadil",1
"berberine",1
"bisoprolol",1
"boron",1
"cetylpyridinium",1
"chlorhexidine",1
"clarithromycin",1
"clopidogrel",1
"colchicine",1
"colistin",1
"curcumin",1
"cytidine",1
"fenbendazole",1
"fisetin",1
"formaldehyde",1
"gadolinium",1
"glycine",1
"histidine",1
"hydroquinone",1
"hydroxocobalamin",1
"hydroxyzine",1
"leucine",1
"lidocaine",1
"loratadine",1
"methadone",1
"methylprednisone",1
"naproxen",1
"omeprazole",1
"orlistat",1
"perindopril",1
"progesterone",1
"promethazine",1
"ramipril",1
"rimantadine",1
"rocuronium",1
"rutin",1
"s-23",1
"sitagliptin",1
"suramin",1
"tamoxifen",1
"tempol",1
"thiamine",1
"tigecycline",1
"tryptophan",1
"ubiquinol",1
"vincristine",1
