"Drug","03-30-2021"
"ivermectin",3831
"hydroxychloroquine",686
"leronlimab",255
"fentanyl",133
"fluvoxamine",84
"remdesivir",75
"penicillin",74
"ibuprofen",72
"chloroquine",69
"dexamethasone",64
"bromhexine",50
"clofazimine",50
"aviptadil",38
"curcumin",38
"cyproheptadine",29
"azithromycin",27
"niacin",26
"thalidomide",21
"acetaminophen",19
"s-23",19
"doxycycline",14
"quinine",12
"favipiravir",11
"rapamycin",10
"amantadine",8
"colchicine",8
"ketamine",8
"levodopa",7
"nitazoxanide",7
"amoxicillin",6
"glyphosate",6
"nicotinamide",6
"progesterone",6
"pyronaridine",6
"thimerosal",6
"topotecan",6
"adenine",5
"berzosertib",5
"budesonide",5
"calcifediol",5
"fexofenadine",5
"metformin",5
"prednisone",5
"astaxanthin",4
"atropine",4
"berberine",4
"camostat",4
"estradiol",4
"malic",4
"mefloquine",4
"naloxone",4
"niclosamide",4
"potassium",4
"sertraline",4
"vincristine",4
"ambroxol",3
"arginine",3
"artemisinin",3
"artesunate",3
"bucillamine",3
"buprenorphine",3
"diclofenac",3
"dopamine",3
"fluoxetine",3
"formaldehyde",3
"glutathione",3
"hyaluronic",3
"methadone",3
"methotrexate",3
"pregabalin",3
"quercetin",3
"actemra",2
"apabetalone",2
"baricitinib",2
"bradykinin",2
"cannabidiol",2
"ceftriaxone",2
"famotidine",2
"gabapentin",2
"isoquercetin",2
"itraconazole",2
"modafinil",2
"oxymetazoline",2
"resveratrol",2
"rifampicin",2
"spironolactone",2
"tafenoquine",2
"allicin",1
"alvelestat",1
"antipain",1
"apixaban",1
"atorvastatin",1
"baclofen",1
"biotin",1
"catechin",1
"chlorine dioxide",1
"cholecalciferol",1
"chromium",1
"citalopram",1
"clonazepam",1
"codeine",1
"crocin",1
"desogestrel",1
"diethyl ether",1
"diltiazem",1
"disulfiram",1
"epinephrine",1
"erythromycin",1
"etodolac",1
"etoricoxib",1
"forskolin",1
"fostamatinib",1
"fructose",1
"gentamicin",1
"glycine",1
"hydrocortisone",1
"hypochlorous",1
"ibrutinib",1
"iloprost",1
"imodium",1
"indole",1
"jq1",1
"kava",1
"l-lysine",1
"lenalidomide",1
"levosalbutamol",1
"lidocaine",1
"loperamide",1
"lopinavir",1
"memantine",1
"menaquinone",1
"mmda",1
"mt-21",1
"nafamostat",1
"naltrexone",1
"niobium",1
"norepinephrine",1
"oleandrin",1
"opipramol",1
"pg-9",1
"phenol",1
"phentermine",1
"pimodivir",1
"plitidepsin",1
"polymyxin b",1
"potassium chloride",1
"propiolactone",1
"propofol",1
"pseudoephedrine",1
"quetiapine",1
"rabeprazole",1
"ramipril",1
"ranitidine",1
"ribavirin",1
"riboflavin",1
"ribose",1
"ritonavir",1
"sarilumab",1
"semaglutide",1
"squalene",1
"streptomycin",1
"sulforaphane",1
"talopram",1
"tamoxifen",1
"thiamine",1
"ticagrelor",1
"tofacitinib",1
"tramadol",1
"trenbolone",1
"uracil",1
"vanadium",1
