"Drug","09-16-2022"
"hydroxychloroquine",566
"midazolam",414
"ivermectin",342
"fentanyl",126
"glyphosate",17
"ibuprofen",15
"ketamine",13
"fluvoxamine",10
"quercetin",10
"formaldehyde",8
"naltrexone",6
"thalidomide",6
"chloroquine",5
"codeine",5
"doxycycline",5
"prednisone",5
"ritonavir",5
"bradykinin",4
"bucillamine",4
"dexamethasone",4
"maraviroc",4
"angiotensin 1-7",3
"buprenorphine",3
"curcumin",3
"famotidine",3
"methadone",3
"acetaminophen",2
"activated charcoal",2
"aprepitant",2
"azithromycin",2
"baricitinib",2
"berberine",2
"ciclesonide",2
"colchicine",2
"dopamine",2
"fingolimod",2
"glutathione",2
"metformin",2
"methotrexate",2
"minocycline",2
"minoxidil",2
"naproxen",2
"niclosamide",2
"nitazoxanide",2
"sirolimus",2
"tacrolimus",2
"acalabrutinib",1
"acetazolamide",1
"acyclovir",1
"adenosine",1
"aldosterone",1
"amoxicillin",1
"apixaban",1
"aspartame",1
"budesonide",1
"calcifediol",1
"calcium chloride",1
"carnosine",1
"choline",1
"creatine",1
"cyproheptadine",1
"cysteine",1
"diclofenac",1
"dolutegravir",1
"famciclovir",1
"gabapentin",1
"hydrocortisone",1
"hydroxyzine",1
"imatinib",1
"isoflavone",1
"ivabradine",1
"larazotide",1
"leflunomide",1
"malathion",1
"meloxicam",1
"methoxyflurane",1
"modafinil",1
"mometasone",1
"naloxone",1
"niacin",1
"nicotinamide",1
"pantoprazole",1
"prednisolone",1
"promethazine",1
"quinine",1
"resveratrol",1
"s-23",1
"sertraline",1
"spermidine",1
"thimerosal",1
"titanium dioxide",1
"tromethamine",1
"tryptophan",1
"valganciclovir",1
"vincristine",1
"warfarin",1
