"Drug","04-11-2022"
"ivermectin",888
"fluvoxamine",142
"fentanyl",85
"hydroxychloroquine",67
"niacin",57
"dexamethasone",41
"quercetin",33
"ritonavir",19
"aviptadil",17
"ibuprofen",15
"thalidomide",15
"chloroquine",14
"ketamine",14
"midazolam",14
"berberine",12
"methadone",11
"biotin",10
"methionine",9
"colchicine",7
"cysteine",7
"acetylcholine",6
"s-23",6
"famotidine",5
"glutathione",5
"kava",5
"azithromycin",4
"desloratadine",4
"doxycycline",4
"montelukast",4
"atorvastatin",3
"budesonide",3
"calcitriol",3
"ciprofloxacin",3
"codeine",3
"mmda",3
"prednisone",3
"tryptophan",3
"up5",3
"acetaminophen",2
"amantadine",2
"amitriptyline",2
"anidulafungin",2
"apigenin",2
"dopamine",2
"niclosamide",2
"oseltamivir",2
"resveratrol",2
"sertraline",2
"spironolactone",2
"taurine",2
"thiamine",2
"urea",2
"warfarin",2
"amoxicillin",1
"amphetamine",1
"apixaban",1
"arginine",1
"brequinar",1
"calcifediol",1
"chlorhexidine",1
"chlorpromazine",1
"citalopram",1
"citrulline",1
"clopidogrel",1
"clozapine",1
"creatine",1
"dipyridamole",1
"fluoxetine",1
"hydroxyzine",1
"imatinib",1
"larazotide",1
"losartan",1
"maraviroc",1
"meloxicam",1
"metformin",1
"methotrexate",1
"naloxone",1
"nicotinamide",1
"propofol",1
"quinine",1
"salbutamol",1
"sirolimus",1
"sulfasalazine",1
"threonine",1
"tromethamine",1
"vincristine",1
