"Drug","06-05-2021"
"hydroxychloroquine",4001
"ivermectin",2534
"midazolam",649
"remdesivir",278
"budesonide",119
"amphotericin b",75
"rivaroxaban",71
"chloroquine",67
"ebastine",59
"azithromycin",43
"thalidomide",39
"fentanyl",32
"fluvoxamine",29
"tempol",29
"quercetin",27
"dexamethasone",24
"doxycycline",21
"indomethacin",19
"leronlimab",19
"niacin",19
"bradykinin",18
"posaconazole",13
"buprenorphine",11
"favipiravir",11
"colchicine",9
"penicillin",7
"ciclesonide",5
"estradiol",5
"famotidine",5
"prednisone",5
"tryptophan",5
"ketamine",4
"methotrexate",4
"promethazine",4
"thiamine",4
"arginine",3
"camostat",3
"cannabidiol",3
"ibuprofen",3
"niclosamide",3
"oxycodone",3
"sarilumab",3
"talopram",3
"actemra",2
"acyclovir",2
"amitriptyline",2
"baricitinib",2
"benzodiazepine",2
"calcifediol",2
"celecoxib",2
"chlorine dioxide",2
"clarithromycin",2
"clonidine",2
"creatinine",2
"dopamine",2
"epigallocatechin",2
"maraviroc",2
"methadone",2
"plitidepsin",2
"propofol",2
"quetiapine",2
"terlipressin",2
"toluene",2
"vincristine",2
"warfarin",2
"acetylcysteine",1
"amoxicillin",1
"amphetamine",1
"apabetalone",1
"azacitidine",1
"biotin",1
"bromhexine",1
"bv4",1
"cadmium",1
"camphor",1
"carbimazole",1
"chlorhexidine",1
"clofazimine",1
"crocin",1
"desloratadine",1
"diphenhydramine",1
"dutasteride",1
"emodin",1
"fenbendazole",1
"fludrocortisone",1
"fluoxetine",1
"glutathione",1
"haloperidol",1
"hinokitiol",1
"imatinib",1
"indole",1
"ivabradine",1
"lapatinib",1
"levodopa",1
"lisinopril",1
"loperamide",1
"lopinavir",1
"loratadine",1
"lorazepam",1
"malathion",1
"megestrol",1
"megestrol acetate",1
"methylprednisolone",1
"montelukast",1
"naloxone",1
"naproxen",1
"neodymium",1
"nicotinamide",1
"nitazoxanide",1
"nitrous oxide",1
"nitrous-oxide",1
"oleandrin",1
"oxymetazoline",1
"phenol",1
"pravastatin",1
"prednisolone",1
"proline",1
"pyronaridine",1
"quinine",1
"rapamycin",1
"rhein",1
"ribavirin",1
"riboflavin",1
"ritonavir",1
"s-23",1
"salbutamol",1
"semaglutide",1
"squalene",1
"suramin",1
"thimerosal",1
"tivozanib",1
"tramadol",1
"vanadium",1
