"Drug","01-21-2023"
"ivermectin",7916
"hydroxychloroquine",359
"fentanyl",148
"celecoxib",45
"metformin",31
"quercetin",27
"guanfacine",26
"famotidine",23
"fluvoxamine",23
"naltrexone",23
"chloroquine",19
"ibuprofen",15
"amoxicillin",12
"midazolam",9
"cysteine",8
"molybdenum",8
"niacin",8
"prednisone",8
"thalidomide",8
"azithromycin",7
"bucillamine",7
"vincristine",7
"doxycycline",6
"acetaminophen",5
"acetylcysteine",5
"artesunate",5
"cetylpyridinium",5
"talopram",5
"acetylcholine",4
"chlorine dioxide",4
"dexamethasone",4
"ganciclovir",4
"ivabradine",4
"ketamine",4
"methotrexate",4
"nicotinamide",4
"suramin",3
"ambroxol",2
"angiotensin ii",2
"benzodiazepine",2
"bradykinin",2
"budesonide",2
"cannabidiol",2
"clopidogrel",2
"curcumin",2
"fisetin",2
"formaldehyde",2
"glutathione",2
"hesperidin",2
"maraviroc",2
"midodrine",2
"oxycodone",2
"propranolol",2
"r-348",2
"ropinirole",2
"squalene",2
"acyclovir",1
"albendazole",1
"amiodarone",1
"amitriptyline",1
"arginine",1
"aspartame",1
"azelastine",1
"boron",1
"bpc-157",1
"buprenorphine",1
"carnosine",1
"cetirizine",1
"clarithromycin",1
"codeine",1
"cyclosporine",1
"dasatinib",1
"dopamine",1
"erythromycin",1
"fluoxetine",1
"gadolinium",1
"glycine",1
"huperzine a",1
"hydrocortisone",1
"irbesartan",1
"ixazomib",1
"kaolin",1
"l-lysine",1
"lisinopril",1
"memantine",1
"methylprednisolone",1
"navitoclax",1
"omeprazole",1
"pravastatin",1
"prednisolone",1
"quinine",1
"rosuvastatin",1
"s-23",1
"sertraline",1
"spironolactone",1
"trehalose",1
"tryptophan",1
"tyrosine",1
"warfarin",1
