"Drug","05-26-2021"
"ivermectin",1574
"remdesivir",616
"hydroxychloroquine",432
"amphotericin b",276
"favipiravir",132
"triptorelin",108
"methotrexate",81
"quercetin",68
"fentanyl",49
"aluminum hydroxide",47
"mmda",42
"posaconazole",38
"dexamethasone",37
"doxycycline",37
"chloroquine",35
"azithromycin",33
"baricitinib",33
"leronlimab",32
"pioglitazone",31
"isavuconazole",30
"voglibose",30
"plitidepsin",28
"ivabradine",26
"fluvoxamine",25
"lopinavir",21
"ritonavir",21
"sildenafil",17
"penicillin",15
"proline",13
"larazotide",12
"arginine",11
"camphor",11
"metformin",11
"thalidomide",11
"ibuprofen",10
"niacin",10
"vincristine",10
"budesonide",9
"naloxone",9
"potassium",9
"estradiol",8
"actemra",6
"bromhexine",6
"colchicine",6
"cyproheptadine",6
"amiodarone",5
"crocin",5
"famotidine",5
"glutathione",5
"pregnenolone",5
"suramin",5
"ambroxol",4
"arecoline",4
"berberine",4
"curcumin",4
"dopamine",4
"levodopa",4
"nimesulide",4
"progesterone",4
"quinine",4
"thiamine",4
"astaxanthin",3
"aviptadil",3
"calcitriol",3
"cysteine",3
"glyphosate",3
"mefloquine",3
"methadone",3
"phosphorus",3
"sofosbuvir",3
"talopram",3
"acetaminophen",2
"angiotensin ii",2
"bisoprolol",2
"chlorine dioxide",2
"cyclosporine",2
"formaldehyde",2
"niclosamide",2
"nitazoxanide",2
"probenecid",2
"velpatasvir",2
"warfarin",2
"adenosine",1
"almitrine",1
"amlodipine",1
"antipain",1
"artesunate",1
"boron",1
"cannabinol",1
"capsaicin",1
"captopril",1
"caspofungin",1
"celecoxib",1
"chlorpromazine",1
"ciprofloxacin",1
"citrulline",1
"clonazepam",1
"clozapine",1
"codeine",1
"crisaborole",1
"dapagliflozin",1
"diethylstilbestrol",1
"digoxin",1
"dipyridamole",1
"dutasteride",1
"epinephrine",1
"erythromycin",1
"fexofenadine",1
"folic",1
"forskolin",1
"fostamatinib",1
"fructose",1
"hydroxytyrosol",1
"hydroxyurea",1
"indomethacin",1
"inositol",1
"isoquercetin",1
"kava",1
"ketamine",1
"letrozole",1
"levofloxacin",1
"loratadine",1
"lycopene",1
"megestrol",1
"megestrol acetate",1
"methylprednisolone",1
"midazolam",1
"mifepristone",1
"minocycline",1
"misoprostol",1
"naltrexone",1
"naproxen",1
"neodymium",1
"norepinephrine",1
"omeprazole",1
"phosphocreatine",1
"prazosin",1
"prednisolone",1
"prednisone",1
"pregabalin",1
"propranolol",1
"pyronaridine",1
"riboflavin",1
"rivaroxaban",1
"s-23",1
"salbutamol",1
"spironolactone",1
"thiopental",1
"tmcb",1
"tofacitinib",1
"topotecan",1
"tretinoin",1
"venlafaxine",1
"voriconazole",1
