"Drug","03-31-2022"
"ivermectin",17437
"remdesivir",639
"hydroxychloroquine",105
"fentanyl",104
"fluvoxamine",104
"budesonide",91
"thalidomide",61
"aviptadil",51
"ropivacaine",44
"dexamethasone",31
"quercetin",20
"chloroquine",15
"ibuprofen",13
"ritonavir",13
"abivertinib",10
"azithromycin",10
"baricitinib",10
"cannabidiol",9
"prednisone",8
"sarilumab",8
"sulforaphane",8
"ketamine",7
"metformin",7
"penicillin",7
"tofacitinib",7
"famotidine",6
"leronlimab",6
"codeine",5
"dopamine",5
"doxycycline",5
"levothyroxine",5
"methadone",4
"prednisolone",4
"acetaminophen",3
"apixaban",3
"biotin",3
"methotrexate",3
"phosphorus",3
"potassium",3
"ryanodine",3
"sirolimus",3
"tyrosine",3
"up5",3
"actemra",2
"arginine",2
"bucillamine",2
"chlorine dioxide",2
"diazepam",2
"favipiravir",2
"fisetin",2
"glutathione",2
"glycine",2
"maraviroc",2
"metoprolol",2
"midazolam",2
"modafinil",2
"naltrexone",2
"niclosamide",2
"prima1",2
"promethazine",2
"pseudoephedrine",2
"rifaximin",2
"talopram",2
"titanium dioxide",2
"tryptophan",2
"activated charcoal",1
"adenosine",1
"aldosterone",1
"amitriptyline",1
"amphotericin b",1
"angiotensin ii",1
"aprepitant",1
"artemisinin",1
"atorvastatin",1
"bpc-157",1
"brucine",1
"calcifediol",1
"cesium",1
"cetylpyridinium",1
"chlorhexidine",1
"citrulline",1
"clemastine",1
"clozapine",1
"coumarin",1
"curcumin",1
"cyclosporine",1
"cysteine",1
"dabrafenib",1
"dextromethorphan",1
"digoxin",1
"ephedrine",1
"epinephrine",1
"estradiol",1
"famciclovir",1
"fingolimod",1
"fluoxetine",1
"fluticasone",1
"formaldehyde",1
"fostamatinib",1
"fructose",1
"glyphosate",1
"grazoprevir",1
"guaifenesin",1
"hydrocodone",1
"hydroquinone",1
"hypochlorous",1
"levodopa",1
"luteolin",1
"malic",1
"megestrol",1
"megestrol acetate",1
"methionine",1
"mirin",1
"mirtazapine",1
"niacin",1
"nintedanib",1
"norepinephrine",1
"ornithine",1
"oseltamivir",1
"ozanimod",1
"phenylalanine",1
"plitidepsin",1
"pravastatin",1
"pregabalin",1
"progesterone",1
"proline",1
"quinine",1
"resveratrol",1
"retinol",1
"rhein",1
"risperidone",1
"rocuronium",1
"ronnel",1
"s-23",1
"salbutamol",1
"siponimod",1
"sofosbuvir",1
"taurine",1
"tempol",1
"tenofovir",1
"thiamine",1
"threonine",1
"trazodone",1
"trehalose",1
"ubiquinol",1
"valaciclovir",1
"vemurafenib",1
"vincristine",1
"vorinostat",1
