"Drug","11-18-2022"
"ivermectin",765
"fentanyl",456
"hydroxychloroquine",353
"remdesivir",80
"chloroquine",39
"acetaminophen",38
"niacin",31
"midazolam",27
"quercetin",23
"naltrexone",16
"amoxicillin",11
"fenbendazole",10
"ibuprofen",10
"bucillamine",9
"glyphosate",7
"amantadine",6
"erdafitinib",6
"flutamide",6
"isotretinoin",6
"lomustine",6
"ritonavir",6
"rucaparib",6
"vandetanib",6
"azithromycin",5
"fluvoxamine",5
"ketamine",5
"metformin",5
"resveratrol",5
"actemra",4
"dopamine",4
"fluoxetine",4
"penicillin",4
"sulforaphane",4
"titanium dioxide",4
"benzodiazepine",3
"biotin",3
"dexamethasone",3
"famotidine",3
"folic",3
"glutathione",3
"imatinib",3
"luteolin",3
"methotrexate",3
"pyridoxine",3
"thalidomide",3
"tryptophan",3
"cyanocobalamin",2
"phenobarbital",2
"potassium",2
"proline",2
"thiamine",2
"tromethamine",2
"urea",2
"alanine",1
"aldosterone",1
"almitrine",1
"amphetamine",1
"apixaban",1
"benzonatate",1
"buprenorphine",1
"carvedilol",1
"cetylpyridinium",1
"cholecalciferol",1
"clopidogrel",1
"colchicine",1
"cyclizine",1
"cyclophosphamide",1
"dextromethorphan",1
"ephedrine",1
"forskolin",1
"furosemide",1
"glycine",1
"hydromorphone",1
"hydroxyzine",1
"lercanidipine",1
"levodopa",1
"levothyroxine",1
"lopinavir",1
"loratadine",1
"methadone",1
"methionine",1
"minoxidil",1
"ml-9",1
"monensin",1
"naproxen",1
"nifedipine",1
"nitroglycerin",1
"omeprazole",1
"pentoxifylline",1
"prednisolone",1
"putrescine",1
"rivaroxaban",1
"ronnel",1
"rutin",1
"ruxolitinib",1
"tadalafil",1
"telmisartan",1
"tempol",1
"tenapanor",1
"threonine",1
"trehalose",1
"tyrosine",1
"valsartan",1
"verteporfin",1
"vincristine",1
"xylazine",1
