"Drug","09-14-2021"
"ivermectin",13228
"hydroxychloroquine",419
"remdesivir",395
"azithromycin",148
"penicillin",98
"quercetin",80
"chloroquine",66
"ceftriaxone",57
"gadolinium",55
"thalidomide",54
"mmda",53
"magnesium citrate",49
"fentanyl",44
"midazolam",44
"artemisinin",31
"leronlimab",31
"dexamethasone",29
"fluvoxamine",28
"baricitinib",26
"ibuprofen",26
"amodiaquine",25
"ebastine",25
"umifenovir",22
"vincristine",22
"doxycycline",21
"niacin",21
"probenecid",18
"favipiravir",14
"budesonide",13
"calcitriol",12
"tofacitinib",11
"nitazoxanide",9
"chlorine dioxide",8
"famotidine",8
"quinine",8
"atorvastatin",7
"sarilumab",7
"glutathione",6
"suramin",6
"actemra",5
"cannabidiol",5
"ketamine",5
"methadone",5
"nitrous oxide",5
"nitrous-oxide",5
"strychnine",5
"talopram",5
"tryptophan",5
"arginine",4
"bacitracin",4
"chlorhexidine",4
"ciclesonide",4
"colchicine",4
"cysteine",4
"formaldehyde",4
"methotrexate",4
"potassium",4
"prednisone",4
"tempol",4
"amoxicillin",3
"angiotensin ii",3
"camostat",3
"creatinine",3
"cyproheptadine",3
"fenofibrate",3
"fisetin",3
"glycine",3
"hypochlorous",3
"mercurochrome",3
"metformin",3
"niclosamide",3
"prednisolone",3
"propofol",3
"s-23",3
"spironolactone",3
"amantadine",2
"astaxanthin",2
"aviptadil",2
"bromhexine",2
"calcifediol",2
"cesium",2
"cetylpyridinium",2
"curcumin",2
"dextroamphetamine",2
"dopamine",2
"estradiol",2
"indole",2
"kava",2
"l-lysine",2
"methylprednisolone",2
"mitoxantrone",2
"montelukast",2
"nafamostat",2
"naproxen",2
"navitoclax",2
"oleandrin",2
"ritonavir",2
"rivaroxaban",2
"sildenafil",2
"silicon dioxide",2
"thiamine",2
"vinblastine",2
"acepromazine",1
"acetaminophen",1
"acetylcholine",1
"acetylcysteine",1
"activated charcoal",1
"acyclovir",1
"albendazole",1
"allicin",1
"amphotericin b",1
"ampicillin",1
"anandamide",1
"artesunate",1
"asparagine",1
"aspartame",1
"baclofen",1
"biotin",1
"carnosine",1
"celecoxib",1
"cepharanthine",1
"cilengitide",1
"dasatinib",1
"diosmin",1
"droperidol",1
"erythromycin",1
"ethambutol",1
"fluticasone",1
"formoterol",1
"fostamatinib",1
"fructose",1
"ganciclovir",1
"glyphosate",1
"hesperidin",1
"hyaluronic",1
"isoniazid",1
"lactulose",1
"leucine",1
"levodopa",1
"lisinopril",1
"losartan",1
"megestrol",1
"megestrol acetate",1
"merimepodib",1
"mesalazine",1
"metoprolol",1
"minocycline",1
"naloxone",1
"nintedanib",1
"phenylbutazone",1
"phenylephrine",1
"pholcodine",1
"potassium chloride",1
"potassium nitrate",1
"pyrantel",1
"pyronaridine",1
"ramatroban",1
"rhein",1
"riboflavin",1
"semaglutide",1
"sulfasalazine",1
"sumatriptan",1
"tantalum",1
"taxifolin",1
"tetracycline",1
"theobromine",1
"theophylline",1
"uridine",1
"vancomycin",1
"venetoclax",1
"venlafaxine",1
"warfarin",1
