"Drug","08-14-2020"
"hydroxychloroquine",11418
"remdesivir",367
"chloroquine",190
"ivermectin",187
"dexamethasone",145
"tafenoquine",107
"lofepramine",94
"fentanyl",74
"chlorine dioxide",41
"favipiravir",39
"bucillamine",37
"glutathione",33
"budesonide",27
"azithromycin",26
"colchicine",23
"metformin",20
"penicillin",20
"pyronaridine",20
"artesunate",19
"aviptadil",18
"tempol",18
"quinine",17
"doxycycline",15
"ibuprofen",15
"ranitidine",15
"niclosamide",13
"prednisone",13
"dopamine",11
"hydrocortisone",10
"rigosertib",10
"seliciclib",10
"vincristine",10
"maraviroc",9
"ruxolitinib",9
"glyphosate",8
"thalidomide",8
"acetaminophen",6
"ketamine",6
"lb-100",6
"methadone",6
"aspartame",5
"formaldehyde",5
"phosphorus",5
"potassium",5
"quercetin",5
"ritonavir",5
"curcumin",4
"fenofibrate",4
"lopinavir",4
"methylprednisolone",4
"ribavirin",4
"thiamine",4
"urea",4
"ambroxol",3
"bradykinin",3
"ebselen",3
"famotidine",3
"fructose",3
"s-23",3
"tetracycline",3
"amphetamine",2
"arginine",2
"artemisinin",2
"baricitinib",2
"benzodiazepine",2
"cannabidiol",2
"chlorthalidone",2
"ciprofloxacin",2
"codeine",2
"cysteine",2
"daptomycin",2
"dexmedetomidine",2
"doramectin",2
"emetine",2
"epinephrine",2
"forskolin",2
"gadolinium",2
"gliclazide",2
"guanosine",2
"icatibant",2
"mefloquine",2
"naloxone",2
"naproxen",2
"resveratrol",2
"riboflavin",2
"talopram",2
"telmisartan",2
"thymidine",2
"uracil",2
"abivertinib",1
"activated charcoal",1
"amoxicillin",1
"amphotericin b",1
"apilimod",1
"astaxanthin",1
"atorvastatin",1
"berberine",1
"betamethasone",1
"biotin",1
"bisoprolol",1
"boron",1
"brincidofovir",1
"bromhexine",1
"buprenorphine",1
"cadmium",1
"catechin",1
"chromium",1
"ciclesonide",1
"clozapine",1
"coumarin",1
"creatine",1
"creatinine",1
"dantrolene",1
"darunavir",1
"diphenhydramine",1
"dipyridamole",1
"epicatechin",1
"erythromycin",1
"fenbendazole",1
"formoterol",1
"galidesivir",1
"gshna",1
"hydroquinone",1
"ifenprodil",1
"inosine",1
"iohexol",1
"isavuconazole",1
"l-lysine",1
"lorazepam",1
"losartan",1
"megestrol",1
"megestrol acetate",1
"mifepristone",1
"mmda",1
"neodymium",1
"niacin",1
"nicorandil",1
"nintedanib",1
"nitazoxanide",1
"oseltamivir",1
"oxycodone",1
"permethrin",1
"phenol",1
"piperacillin",1
"pirfenidone",1
"progesterone",1
"propofol",1
"pseudoephedrine",1
"salbutamol",1
"saquinavir",1
"strychnine",1
"sulforaphane",1
"tantalum",1
"trihexyphenidyl",1
"voriconazole",1
"warfarin",1
