"Drug","06-29-2021"
"ivermectin",6430
"hydroxychloroquine",995
"remdesivir",118
"quercetin",47
"niacin",41
"fostamatinib",36
"chloroquine",30
"azithromycin",27
"midazolam",23
"tempol",22
"thalidomide",19
"baricitinib",17
"dexamethasone",16
"fentanyl",16
"doxycycline",13
"acetylcholine",11
"leronlimab",11
"vincristine",11
"ibuprofen",10
"amphotericin b",9
"chlorine dioxide",9
"favipiravir",9
"actemra",8
"budesonide",7
"penicillin",7
"arginine",6
"ketamine",6
"quinine",6
"thiamine",6
"ambroxol",5
"bromhexine",5
"fluvoxamine",5
"potassium",5
"s-23",5
"calcifediol",4
"cannabidiol",4
"chlorhexidine",4
"dapagliflozin",4
"nitazoxanide",4
"suramin",4
"tryptophan",4
"amitriptyline",3
"berberine",3
"cholecalciferol",3
"colchicine",3
"curcumin",3
"cyclosporine",3
"cysteine",3
"estradiol",3
"etoposide",3
"metformin",3
"methadone",3
"methylprednisolone",3
"niclosamide",3
"nicotinamide",3
"sarilumab",3
"tofacitinib",3
"triclocarban",3
"apigenin",2
"aviptadil",2
"bucillamine",2
"buprenorphine",2
"ceftriaxone",2
"cobicistat",2
"darunavir",2
"epinephrine",2
"folic",2
"glutathione",2
"glyphosate",2
"isoquercetin",2
"levodopa",2
"lopinavir",2
"methotrexate",2
"omeprazole",2
"prednisone",2
"pregabalin",2
"ractopamine",2
"resveratrol",2
"ritonavir",2
"tenofovir",2
"acetaminophen",1
"activated charcoal",1
"am-630",1
"anandamide",1
"andrographolide",1
"antipain",1
"astaxanthin",1
"atracurium",1
"benzodiazepine",1
"cadmium",1
"camostat",1
"cefuroxime",1
"crocin",1
"cyproheptadine",1
"dapivirine",1
"dutasteride",1
"emtricitabine",1
"fenbendazole",1
"fexinidazole",1
"fluoxetine",1
"formaldehyde",1
"forskolin",1
"gabapentin",1
"galidesivir",1
"ganciclovir",1
"guanine",1
"hydrocodone",1
"hydroxyurea",1
"kava",1
"levamisole",1
"lidocaine",1
"luteolin",1
"lycopene",1
"manganese",1
"megestrol",1
"megestrol acetate",1
"montelukast",1
"oleandrin",1
"prednisolone",1
"proline",1
"propranolol",1
"pyrantel",1
"ribavirin",1
"rutin",1
"spironolactone",1
"sulforaphane",1
"talopram",1
"tetracycline",1
"topiramate",1
"tramadol",1
"triclosan",1
"warfarin",1
