"Drug","05-04-2020"
"hydroxychloroquine",7687
"remdesivir",5342
"chloroquine",1804
"favipiravir",124
"ketamine",90
"ivermectin",74
"quinine",62
"doxycycline",46
"fentanyl",46
"baricitinib",40
"duvelisib",39
"ibuprofen",37
"glyphosate",35
"naloxone",34
"famotidine",33
"progesterone",32
"thalidomide",32
"vanadium",28
"s-23",27
"methadone",24
"lopinavir",22
"squalene",20
"dextromethorphan",19
"naltrexone",19
"chlorine dioxide",17
"ritonavir",17
"camphor",16
"potassium",16
"nicotinamide",15
"quercetin",15
"azithromycin",12
"aldosterone",11
"ifenprodil",11
"naproxen",11
"penicillin",11
"dorzolamide",10
"lofepramine",10
"ropivacaine",10
"vincristine",10
"formaldehyde",9
"niacin",8
"dopamine",7
"levodopa",7
"acetaminophen",6
"losartan",6
"metformin",6
"phosphorus",6
"ruxolitinib",6
"valsartan",6
"atb-346",5
"cannabidiol",5
"fluvoxamine",5
"propofol",5
"selinexor",5
"talopram",5
"artemisinin",4
"boron",4
"cadmium",4
"colchicine",4
"ec-17",4
"etoposide",4
"galidesivir",4
"mefloquine",4
"resveratrol",4
"sofosbuvir",4
"acetazolamide",3
"acetylcholine",3
"amantadine",3
"andrographolide",3
"buprenorphine",3
"camostat",3
"codeine",3
"dexamethasone",3
"dotatate",3
"gentamicin",3
"iclaprim",3
"imatinib",3
"indomethacin",3
"nitazoxanide",3
"prednisone",3
"ranitidine",3
"thiamine",3
"thimerosal",3
"umifenovir",3
"urea",3
"adenosine",2
"amlodipine",2
"amoxicillin",2
"angiotensin 1-7",2
"angiotensin ii",2
"antimony",2
"apigenin",2
"cafedrine",2
"captopril",2
"chlorpromazine",2
"citrulline",2
"curcumin",2
"dantrolene",2
"estradiol",2
"fexofenadine",2
"fructose",2
"glycine",2
"guanine",2
"hydrocodone",2
"hydromorphone",2
"icosapent",2
"icosapent ethyl",2
"itraconazole",2
"kava",2
"leuprolide",2
"lidocaine",2
"lisinopril",2
"luteolin",2
"manganese",2
"methionine",2
"methylprednisolone",2
"neodymium",2
"nitrous oxide",2
"oseltamivir",2
"permethrin",2
"propiolactone",2
"ribavirin",2
"riboflavin",2
"ribose",2
"sertraline",2
"sinefungin",2
"sodium chlorite",2
"tamoxifen",2
"telmisartan",2
"triclosan",2
"trifluoperazine",2
"activated charcoal",1
"acyclovir",1
"adenine",1
"albendazole",1
"allicin",1
"alprazolam",1
"amphetamine",1
"amy-101",1
"aviptadil",1
"azathioprine",1
"benzodiazepine",1
"beta carotene",1
"bisacodyl",1
"bleomycin",1
"bromhexine",1
"catechin",1
"cetirizine",1
"chloramphenicol",1
"chromium",1
"ciprofloxacin",1
"clozapine",1
"cobalamin",1
"colistin",1
"cyclophosphamide",1
"cyclosporine",1
"cysteine",1
"dimethyl sulfoxide",1
"emodin",1
"empagliflozin",1
"epicatechin",1
"epinephrine",1
"erythromycin",1
"flecainide",1
"flutamide",1
"fondaparinux",1
"forskolin",1
"hesperetin",1
"hesperidin",1
"hydrocortisone",1
"hydroquinine",1
"hydroquinone",1
"indole",1
"l-lysine",1
"leflunomide",1
"leucine",1
"loratadine",1
"lycopene",1
"merimepodib",1
"methotrexate",1
"methylparaben",1
"metronidazole",1
"mipsagargin",1
"mmda",1
"mt-21",1
"nadide",1
"nafamostat",1
"naringenin",1
"niraparib",1
"nitrofurantoin",1
"panobinostat",1
"pantoprazole",1
"phenylephrine",1
"prednisolone",1
"prochlorperazine",1
"promethazine",1
"protoporphyrin",1
"pyridoxine",1
"rhein",1
"rivaroxaban",1
"roluperidone",1
"ronnel",1
"sivelestat",1
"strychnine",1
"succinylcholine",1
"sulfamethoxazole",1
"sulforaphane",1
"tafenoquine",1
"tenofovir",1
"theanine",1
"titanium dioxide",1
"tramadol",1
"trimethoprim",1
"verteporfin",1
"warfarin",1
