"Drug","12-09-2022"
"ivermectin",910
"hydroxychloroquine",140
"ibuprofen",101
"fentanyl",57
"clonazepam",37
"glyphosate",19
"midazolam",17
"quercetin",15
"buprenorphine",12
"amoxicillin",11
"apixaban",10
"ivabradine",9
"famotidine",8
"chloroquine",7
"micafungin",7
"prednisone",7
"ritonavir",7
"acetaminophen",6
"glutathione",5
"dexamethasone",4
"dopamine",4
"metformin",4
"thalidomide",4
"adenosine",3
"aldosterone",3
"arginine",3
"doxycycline",3
"methylprednisolone",3
"s-23",3
"thiamine",3
"atropine",2
"azithromycin",2
"benzodiazepine",2
"bucillamine",2
"budesonide",2
"cetylpyridinium",2
"chlorhexidine",2
"curcumin",2
"escitalopram",2
"favipiravir",2
"fluvoxamine",2
"gadolinium",2
"ketamine",2
"omeprazole",2
"oseltamivir",2
"rutin",2
"suramin",2
"tezacaftor",2
"vincristine",2
"acetylcholine",1
"acyclovir",1
"azelastine",1
"capsaicin",1
"cenobamate",1
"chlorine dioxide",1
"citalopram",1
"codeine",1
"colchicine",1
"creatine",1
"cysteine",1
"dasatinib",1
"diphenhydramine",1
"estradiol",1
"ezetimibe",1
"fluticasone",1
"formaldehyde",1
"gabapentin",1
"manganese",1
"maraviroc",1
"megestrol acetate",1
"methadone",1
"methotrexate",1
"methylphenidate",1
"metoprolol",1
"midodrine",1
"modafinil",1
"naltrexone",1
"naproxen",1
"niacin",1
"nicotinamide",1
"nimesulide",1
"oxycodone",1
"pravastatin",1
"propofol",1
"quinine",1
"rocuronium",1
"salbutamol",1
"spermidine",1
"squalene",1
"trehalose",1
"tretinoin",1
"warfarin",1
