"Drug","04-02-2021"
"ivermectin",2569
"remdesivir",575
"hydroxychloroquine",321
"leronlimab",149
"fentanyl",97
"quercetin",51
"niacin",44
"ibuprofen",37
"diclofenac",26
"fluvoxamine",24
"s-23",22
"naloxone",21
"aviptadil",19
"prednisone",19
"chloroquine",18
"camostat",16
"azithromycin",15
"progesterone",15
"acetaminophen",13
"dexamethasone",12
"favipiravir",12
"penicillin",11
"cysteine",10
"thalidomide",9
"doxycycline",8
"colchicine",7
"levodopa",7
"prochlorperazine",7
"berberine",6
"budesonide",6
"curcumin",6
"formaldehyde",6
"lopinavir",6
"quinine",6
"ritonavir",6
"chlorine dioxide",5
"famotidine",5
"fluoxetine",5
"glutathione",5
"metformin",5
"salbutamol",5
"urea",5
"astaxanthin",4
"dopamine",4
"mefloquine",4
"tafenoquine",4
"aniline",3
"boron",3
"bromhexine",3
"calcifediol",3
"calcitriol",3
"cannabidiol",3
"codeine",3
"creatinine",3
"cyproheptadine",3
"estradiol",3
"ketamine",3
"loratadine",3
"potassium",3
"spironolactone",3
"tamoxifen",3
"thiamine",3
"acarbose",2
"actemra",2
"aldosterone",2
"amoxicillin",2
"baricitinib",2
"calpeptin",2
"catechin",2
"chlorhexidine",2
"clofazimine",2
"cyclosporine",2
"fucose",2
"glucoraphanin",2
"halofuginone",2
"hydrocortisone",2
"ifenprodil",2
"inositol",2
"methadone",2
"methotrexate",2
"mmda",2
"niclosamide",2
"nicotinamide",2
"nitazoxanide",2
"pseudoephedrine",2
"rhein",2
"sodium acetate",2
"tolperisone",2
"tw-37",2
"aldoxorubicin",1
"alvelestat",1
"ambroxol",1
"antipain",1
"aspartame",1
"bradykinin",1
"buprenorphine",1
"camphor",1
"celecoxib",1
"cetirizine",1
"chlordiazepoxide",1
"choline",1
"chromium",1
"citalopram",1
"creatine",1
"dantrolene",1
"dipyridamole",1
"dotatate",1
"enzalutamide",1
"etodolac",1
"etoricoxib",1
"ferrous fumarate",1
"folic",1
"forskolin",1
"fructose",1
"glycine",1
"hydromorphone",1
"hydroxyurea",1
"hypochlorous",1
"isoquercetin",1
"megestrol",1
"megestrol acetate",1
"midazolam",1
"molybdenum",1
"nafamostat",1
"naltrexone",1
"nifedipine",1
"nitrous oxide",1
"nitrous-oxide",1
"opipramol",1
"orlistat",1
"oxandrolone",1
"oxycodone",1
"physostigmine",1
"pyronaridine",1
"rabeprazole",1
"ranitidine",1
"retinol",1
"selamectin",1
"squalene",1
"triclosan",1
"tromethamine",1
"tryptophan",1
"valine",1
"vardenafil",1
"warfarin",1
