"Drug","02-09-2021"
"ivermectin",2151
"fentanyl",271
"budesonide",265
"remdesivir",83
"fluvoxamine",68
"quercetin",49
"ibuprofen",38
"chloroquine",32
"niclosamide",32
"aviptadil",29
"azithromycin",26
"colchicine",26
"metformin",24
"leronlimab",20
"niacin",20
"dexamethasone",19
"favipiravir",17
"acetaminophen",16
"s-23",16
"famotidine",14
"penicillin",14
"estradiol",12
"codeine",10
"dopamine",10
"naloxone",10
"prednisolone",10
"apn01",8
"prednisone",8
"doxycycline",7
"quinine",7
"sarilumab",7
"artesunate",6
"cyclosporine",6
"phosphorus",6
"pyronaridine",6
"thalidomide",6
"creatine",5
"lycopene",5
"nandrolone",5
"talopram",5
"aldosterone",4
"apilimod",4
"cannabidiol",4
"plitidepsin",4
"baricitinib",3
"cenicriviroc",3
"ergocalciferol",3
"forskolin",3
"fostamatinib",3
"kava",3
"l-lysine",3
"methylprednisolone",3
"ritonavir",3
"ropivacaine",3
"sodium hydroxide",3
"tacrolimus",3
"tempol",3
"thapsigargin",3
"actemra",2
"angiotensin 1-7",2
"antipain",2
"apixaban",2
"astaxanthin",2
"boron",2
"bradykinin",2
"ciclesonide",2
"epinephrine",2
"escitalopram",2
"etizolam",2
"eugenol",2
"formaldehyde",2
"hypochlorous",2
"imatinib",2
"lopinavir",2
"maraviroc",2
"mipsagargin",2
"mirin",2
"montelukast",2
"nitrous oxide",2
"nitrous-oxide",2
"pimodivir",2
"potassium",2
"ribavirin",2
"tocotrienol",2
"acetylcholine",1
"activated charcoal",1
"alfacalcidol",1
"alisporivir",1
"ambroxol",1
"amlodipine",1
"amphetamine",1
"arecoline",1
"artemisinin",1
"aspartame",1
"atropine",1
"beclometasone",1
"benzylmorphine",1
"biotin",1
"bromhexine",1
"bucillamine",1
"calcifediol",1
"candesartan",1
"cannabinol",1
"capecitabine",1
"captopril",1
"ceftriaxone",1
"chlorine dioxide",1
"cholecalciferol",1
"colistin",1
"curcumin",1
"dantron",1
"dexmedetomidine",1
"dextromethorphan",1
"diazepam",1
"everolimus",1
"finasteride",1
"fluticasone",1
"folic",1
"fructose",1
"glutathione",1
"glyphosate",1
"hydrocodone",1
"hydrocortisone",1
"hyperforin",1
"icatibant",1
"ifenprodil",1
"ketamine",1
"lanreotide",1
"lansoprazole",1
"loratadine",1
"magnesium chloride",1
"manganese",1
"mebendazole",1
"methadone",1
"midazolam",1
"mifepristone",1
"minoxidil",1
"nafamostat",1
"naproxen",1
"nifuroxazide",1
"nitazoxanide",1
"octreotide",1
"oleandrin",1
"pancuronium",1
"paraoxon",1
"pentobarbital",1
"pirfenidone",1
"plinabulin",1
"potassium chloride",1
"propofol",1
"remifentanil",1
"rivastigmine",1
"ronnel",1
"salbutamol",1
"saroglitazar",1
"sertraline",1
"siltuximab",1
"sitagliptin",1
"squalene",1
"sulfasalazine",1
"thiamine",1
"titanium dioxide",1
"tofacitinib",1
"toluene",1
"vadadustat",1
"venlafaxine",1
"vincristine",1
"warfarin",1
