"Drug","04-12-2022"
"ivermectin",531
"midazolam",327
"hydroxychloroquine",292
"fentanyl",69
"fluvoxamine",27
"niacin",26
"chloroquine",25
"dexamethasone",21
"ritonavir",17
"ibuprofen",16
"quercetin",16
"methadone",11
"midostaurin",11
"olaparib",11
"palbociclib",11
"pazopanib",11
"sunitinib",11
"venetoclax",11
"suramin",9
"acetylcholine",8
"naltrexone",8
"aviptadil",7
"colchicine",6
"famotidine",6
"glutathione",6
"ivabradine",6
"ketamine",6
"montelukast",6
"bisoprolol",5
"desloratadine",5
"kava",5
"prednisone",5
"thalidomide",5
"amantadine",4
"codeine",4
"cysteine",4
"glyphosate",4
"nitazoxanide",4
"calcifediol",3
"chromium",3
"doxycycline",3
"fenofibrate",3
"talopram",3
"up5",3
"varenicline",3
"acetaminophen",2
"aniline",2
"arginine",2
"azithromycin",2
"budesonide",2
"cannabidiol",2
"cetirizine",2
"chlorhexidine",2
"cystine",2
"dopamine",2
"fluoxetine",2
"fructose",2
"l-lysine",2
"levamisole",2
"methionine",2
"midodrine",2
"mmda",2
"ondansetron",2
"quinine",2
"s-23",2
"spironolactone",2
"vincristine",2
"acepromazine",1
"aldosterone",1
"ambroxol",1
"amlodipine",1
"amoxicillin",1
"atenolol",1
"atorvastatin",1
"berberine",1
"biotin",1
"carbamazepine",1
"cholecalciferol",1
"citalopram",1
"creatine",1
"cyclizine",1
"dextromethorphan",1
"diphenhydramine",1
"disulfiram",1
"enzalutamide",1
"epigallocatechin",1
"estradiol",1
"finasteride",1
"fingolimod",1
"gabapentin",1
"glycine",1
"guanfacine",1
"hesperidin",1
"hydroxyzine",1
"levodopa",1
"lidocaine",1
"lopinavir",1
"lorazepam",1
"magnesium chloride",1
"metformin",1
"molybdenum",1
"naloxone",1
"naproxen",1
"niclosamide",1
"paroxetine",1
"phenobarbital",1
"phenytoin",1
"pravastatin",1
"progesterone",1
"proline",1
"promethazine",1
"rivaroxaban",1
"rutin",1
"salbutamol",1
"sildenafil",1
"sitagliptin",1
"tetracycline",1
"tofacitinib",1
"tramadol",1
