"Drug","04-08-2020"
"chloroquine",4352
"azithromycin",1543
"ivermectin",688
"quinine",369
"remdesivir",360
"methadone",293
"cannabidiol",178
"favipiravir",156
"lopinavir",121
"ibuprofen",119
"ritonavir",117
"leronlimab",71
"digoxin",60
"propranolol",59
"chlorine dioxide",55
"darunavir",50
"ribavirin",47
"fentanyl",42
"potassium",35
"angiotensin ii",34
"quercetin",31
"doxycycline",30
"metformin",30
"atazanavir",25
"atropine",25
"codeine",24
"glyphosate",24
"ruxolitinib",24
"actemra",22
"selinexor",21
"artemisinin",19
"argatroban",18
"lefamulin",17
"adenosine",16
"bucillamine",16
"prednisone",16
"rapamycin",16
"alprostadil",15
"mefloquine",15
"naloxone",15
"propofol",15
"acetazolamide",14
"clozapine",14
"acetaminophen",13
"colchicine",13
"hydroquinone",13
"lisinopril",12
"penicillin",12
"prazosin",12
"camostat",11
"dexamethasone",11
"indomethacin",11
"niclosamide",11
"apn01",10
"ibudilast",10
"ifenprodil",10
"nifedipine",10
"tenofovir",10
"galidesivir",8
"ketamine",8
"methotrexate",8
"nafamostat",8
"phenobarbital",8
"thiamine",8
"hydrocortisone",7
"s-23",7
"cyclosporine",6
"formaldehyde",6
"levodopa",6
"resveratrol",6
"ropivacaine",6
"sofosbuvir",6
"tacrolimus",6
"thalidomide",6
"buprenorphine",5
"ciclesonide",5
"ciprofloxacin",5
"cobicistat",5
"dopamine",5
"epinephrine",5
"erythromycin",5
"lofepramine",5
"methylprednisolone",5
"nitrite",5
"pseudoephedrine",5
"vincristine",5
"warfarin",5
"angiotensin 1-7",4
"creatinine",4
"epigallocatechin",4
"everolimus",4
"fedratinib",4
"hydroxyurea",4
"momelotinib",4
"nelfinavir",4
"omeprazole",4
"oseltamivir",4
"pacritinib",4
"setrobuvir",4
"acetylcholine",3
"acyclovir",3
"am-580",3
"amodiaquine",3
"aviptadil",3
"bntx",3
"carboplatin",3
"curcumin",3
"cysteine",3
"dantrolene",3
"detomidine",3
"flutamide",3
"glutathione",3
"guaifenesin",3
"guanidine",3
"hydromorphone",3
"hydroxyzine",3
"imatinib",3
"mmda",3
"oxycodone",3
"ranitidine",3
"sildenafil",3
"siltuximab",3
"tofacitinib",3
"vanadium",3
"voxelotor",3
"albendazole",2
"alpelisib",2
"amiodarone",2
"amoxicillin",2
"amphotericin b",2
"apabetalone",2
"apixaban",2
"azathioprine",2
"baricitinib",2
"berberine",2
"biotin",2
"bleomycin",2
"bradykinin",2
"ceftriaxone",2
"cetirizine",2
"chlorhexidine",2
"clindamycin",2
"clofazimine",2
"dadle",2
"diethyl ether",2
"elsulfavirine",2
"ephedrine",2
"famotidine",2
"fluoxetine",2
"folic",2
"gabapentin",2
"hyaluronic",2
"hydrocodone",2
"hydroxocobalamin",2
"indinavir",2
"kava",2
"lidocaine",2
"loratadine",2
"lorazepam",2
"luteolin",2
"midodrine",2
"mirin",2
"mupirocin",2
"naproxen",2
"nintedanib",2
"penciclovir",2
"pentamidine",2
"phosphorus",2
"pitolisant",2
"praziquantel",2
"promethazine",2
"regorafenib",2
"rivaroxaban",2
"scopolamine",2
"spironolactone",2
"talopram",2
"theobromine",2
"tramadol",2
"activated charcoal",1
"alanine",1
"aldosterone",1
"aliskiren",1
"alprazolam",1
"amantadine",1
"ambroxol",1
"anandamide",1
"aniline",1
"arginine",1
"aspartame",1
"atenolol",1
"azauridine",1
"bafilomycin a1",1
"benzodiazepine",1
"budesonide",1
"bupivacaine",1
"calcium chloride",1
"camphor",1
"cantharidin",1
"capsaicin",1
"cefotaxime",1
"cefuroxime",1
"cesium",1
"cetylpyridinium",1
"chlorphenamine",1
"chlorpromazine",1
"cinanserin",1
"citrulline",1
"clonazepam",1
"clonidine",1
"diazepam",1
"diltiazem",1
"diphenhydramine",1
"elbasvir",1
"emetine",1
"enalapril",1
"encorafenib",1
"erlotinib",1
"esketamine",1
"estradiol",1
"etoposide",1
"exo-1",1
"fenbendazole",1
"fomepizole",1
"formoterol",1
"fructose",1
"gadolinium",1
"gemcitabine",1
"haloperidol",1
"homoharringtonine",1
"hydralazine",1
"iloprost",1
"inosine",1
"inosine pranobex",1
"inulin",1
"irinotecan",1
"l-lysine",1
"levamisole",1
"levosimendan",1
"malic",1
"maraviroc",1
"metamizole",1
"midazolam",1
"mizoribine",1
"nitrous oxide",1
"nitrous-oxide",1
"olanzapine",1
"osimertinib",1
"paraoxon",1
"pentoxifylline",1
"phencyclidine",1
"prednisolone",1
"primaquine",1
"pyrithione",1
"quetiapine",1
"ramipril",1
"retinol",1
"ribose",1
"rocuronium",1
"saquinavir",1
"sertraline",1
"sevoflurane",1
"simvastatin",1
"sirolimus",1
"sobetirome",1
"sodium ascorbate",1
"squalene",1
"sulfasalazine",1
"sunitinib",1
"tafenoquine",1
"tamoxifen",1
"telmisartan",1
"tetracycline",1
"theophylline",1
"ubiquinol",1
"umifenovir",1
"uracil",1
"urea",1
"valsartan",1
"vancomycin",1
"varenicline",1
"verapamil",1
"vonoprazan",1
"zanamivir",1
"zolpidem",1
