"Drug","08-05-2021"
"ivermectin",4988
"fentanyl",651
"remdesivir",344
"hydroxychloroquine",330
"quercetin",214
"thalidomide",83
"midazolam",50
"azithromycin",44
"dexamethasone",34
"aviptadil",29
"tofacitinib",27
"quinine",23
"s-23",23
"niacin",21
"tempol",21
"baricitinib",20
"favipiravir",19
"chloroquine",18
"ibuprofen",18
"mmda",16
"penicillin",16
"doxycycline",15
"leronlimab",15
"berberine",13
"cannabidiol",13
"fisetin",13
"naloxone",13
"prednisone",13
"sphingosine",13
"astaxanthin",11
"cetylpyridinium",11
"colchicine",11
"fluvoxamine",11
"azathioprine",9
"budesonide",9
"glutathione",9
"metformin",9
"tas-106",9
"bromhexine",8
"diclofenac",8
"dopamine",8
"famotidine",8
"acetaminophen",7
"curcumin",7
"nitazoxanide",7
"thiamine",7
"pyridostigmine",6
"suramin",6
"actemra",5
"bucillamine",5
"hypochlorous",5
"ketamine",5
"losartan",5
"masitinib",5
"vincristine",5
"ambroxol",4
"chlorine dioxide",4
"ciclesonide",4
"estradiol",4
"umifenovir",4
"warfarin",4
"andrographolide",3
"glycine",3
"midodrine",3
"nafamostat",3
"phosphorus",3
"ritonavir",3
"vancomycin",3
"acetylcholine",2
"apigenin",2
"aspartame",2
"benfotiamine",2
"calcifediol",2
"choline",2
"creatinine",2
"crocin",2
"dipyridamole",2
"fingolimod",2
"folic",2
"formaldehyde",2
"fostamatinib",2
"fructose",2
"glyphosate",2
"isoquercetin",2
"kava",2
"loperamide",2
"lopinavir",2
"loratadine",2
"methylprednisolone",2
"naltrexone",2
"niclosamide",2
"oxycodone",2
"activated charcoal",1
"aldosterone",1
"allicin",1
"alvelestat",1
"amitriptyline",1
"amoxicillin",1
"amphotericin b",1
"aniline",1
"arimoclomol",1
"atracurium",1
"benzodiazepine",1
"blarcamesine",1
"camostat",1
"ceftriaxone",1
"chlorthalidone",1
"chromium",1
"ciprofloxacin",1
"cobicistat",1
"codeine",1
"creatine",1
"cyproheptadine",1
"cysteine",1
"dabigatran",1
"darunavir",1
"dextroamphetamine",1
"diazepam",1
"dihydrocodeine",1
"erythromycin",1
"estriol",1
"etoposide",1
"eucalyptol",1
"fenbendazole",1
"fexofenadine",1
"fluoxetine",1
"guanosine",1
"iloprost",1
"imatinib",1
"imodium",1
"indium",1
"indomethacin",1
"l-lysine",1
"levofloxacin",1
"lidocaine",1
"lorazepam",1
"lucerastat",1
"luteolin",1
"magnesium citrate",1
"maraviroc",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"methadone",1
"methylcobalamin",1
"montelukast",1
"nabilone",1
"naproxen",1
"nitrous oxide",1
"nitrous-oxide",1
"pacritinib",1
"phenytoin",1
"piperine",1
"plinabulin",1
"plitidepsin",1
"potassium",1
"prednisolone",1
"progesterone",1
"proline",1
"propofol",1
"prostaglandin",1
"ranitidine",1
"rhein",1
"ribavirin",1
"risperidone",1
"rocuronium",1
"stavudine",1
"tadalafil",1
"talopram",1
"tamibarotene",1
"tivozanib",1
"tramadol",1
"tryptophan",1
"uracil",1
"urea",1
"valsartan",1
"zotatifin",1
