"Drug","05-02-2022"
"ivermectin",915
"hydroxychloroquine",103
"midazolam",98
"fentanyl",93
"fluvoxamine",53
"montelukast",37
"quercetin",17
"niacin",11
"chloroquine",10
"dexamethasone",9
"doxycycline",8
"ibuprofen",8
"glutathione",7
"methadone",7
"thiamine",7
"methionine",6
"ritonavir",5
"thalidomide",5
"azelastine",4
"codeine",4
"famotidine",4
"ketamine",4
"naltrexone",4
"aldosterone",3
"amphetamine",3
"biotin",3
"fluoxetine",3
"prednisone",3
"propofol",3
"s-23",3
"suramin",3
"tryptophan",3
"acetylcholine",2
"bendamustine",2
"budesonide",2
"cyproheptadine",2
"dutasteride",2
"fructose",2
"indomethacin",2
"leucine",2
"levothyroxine",2
"tramadol",2
"tromethamine",2
"vincristine",2
"abiraterone",1
"adenine",1
"albendazole",1
"amitriptyline",1
"amoxicillin",1
"arginine",1
"aspartame",1
"atenolol",1
"atorvastatin",1
"aviptadil",1
"bisoprolol",1
"cefepime",1
"choline",1
"clemastine",1
"clozapine",1
"colchicine",1
"cyclosporine",1
"dapagliflozin",1
"degarelix",1
"dopamine",1
"esomeprazole",1
"fexofenadine",1
"formaldehyde",1
"glyphosate",1
"histidine",1
"kava",1
"larazotide",1
"lidocaine",1
"magnesium oxide",1
"manganese",1
"megestrol acetate",1
"methylcobalamin",1
"methylphenidate",1
"naloxone",1
"naproxen",1
"niclosamide",1
"nicotinamide",1
"omeprazole",1
"oxandrolone",1
"pindolol",1
"prednisolone",1
"progesterone",1
"proline",1
"propranolol",1
"quinine",1
"rifampicin",1
"salmeterol",1
"sertraline",1
"spironolactone",1
"tamoxifen",1
"tetracycline",1
"trimethoprim",1
