"Drug","07-09-2020"
"hydroxychloroquine",26455
"remdesivir",2988
"azithromycin",2706
"ibuprofen",1442
"chloroquine",918
"budesonide",570
"s-23",351
"chlorine dioxide",238
"dexamethasone",229
"ivermectin",191
"favipiravir",162
"fentanyl",138
"thiamine",48
"camphor",44
"quercetin",38
"daclatasvir",34
"mmda",34
"sofosbuvir",34
"dapsone",32
"lopinavir",30
"ritonavir",27
"quinine",25
"squalene",21
"colchicine",15
"potassium",14
"nafamostat",13
"methadone",12
"sodium chlorite",12
"indomethacin",11
"doxycycline",9
"glyphosate",9
"clarithromycin",8
"glutathione",8
"methylprednisolone",8
"baricitinib",7
"cannabidiol",7
"bedaquiline",6
"famotidine",6
"misoprostol",6
"prednisone",6
"nicotinamide",5
"amoxicillin",4
"ciclesonide",4
"dopamine",4
"metformin",4
"omeprazole",4
"phosphorus",4
"plitidepsin",4
"pseudoephedrine",4
"ramipril",4
"aldosterone",3
"celecoxib",3
"cyclosporine",3
"epinephrine",3
"fructose",3
"gabapentin",3
"galidesivir",3
"mefloquine",3
"molybdenum",3
"nitazoxanide",3
"penicillin",3
"proline",3
"propofol",3
"toluene",3
"vincristine",3
"acalabrutinib",2
"acetaminophen",2
"activated charcoal",2
"alisporivir",2
"artemisinin",2
"azelastine",2
"biotin",2
"bucillamine",2
"capsaicin",2
"digoxin",2
"erythromycin",2
"ferrous chloride",2
"formaldehyde",2
"fostamatinib",2
"ifenprodil",2
"indole",2
"iodide",2
"ketamine",2
"levodopa",2
"lisinopril",2
"lorazepam",2
"losartan",2
"lycopene",2
"naloxone",2
"oxazolam",2
"oxycodone",2
"promazine",2
"rhein",2
"ronnel",2
"succinylcholine",2
"tyrosine",2
"acetylcholine",1
"acetylcysteine",1
"acyclovir",1
"amphetamine",1
"artesunate",1
"buformin",1
"buprenorphine",1
"camostat",1
"captopril",1
"carvedilol",1
"ceftriaxone",1
"cetirizine",1
"clindamycin",1
"codeine",1
"creatine",1
"curcumin",1
"cysteine",1
"dexmedetomidine",1
"diclofenac",1
"diethylstilbestrol",1
"disulfiram",1
"duvelisib",1
"eucalyptol",1
"fingolimod",1
"flaviolin",1
"flucloxacillin",1
"fluoxetine",1
"formoterol",1
"furosemide",1
"glycopyrronium",1
"hesperidin",1
"imipramine",1
"indium",1
"inosine",1
"isocarboxazid",1
"kava",1
"lidocaine",1
"manganese",1
"merimepodib",1
"meropenem",1
"methotrexate",1
"methylphenidate",1
"naproxen",1
"niacin",1
"nintedanib",1
"opipramol",1
"oseltamivir",1
"paroxetine",1
"permethrin",1
"phenol",1
"piclidenoson",1
"potassium iodide",1
"primaquine",1
"propranolol",1
"ranitidine",1
"riboflavin",1
"salinomycin",1
"sertraline",1
"sildenafil",1
"sirolimus",1
"talopram",1
"tamoxifen",1
"tenofovir",1
"thalidomide",1
"ubiquinol",1
"upadacitinib",1
"urea",1
"vecuronium",1
"voclosporin",1
"warfarin",1
