"Drug","06-29-2020"
"remdesivir",46636
"hydroxychloroquine",2513
"chloroquine",1502
"azithromycin",643
"dexamethasone",626
"ivermectin",507
"lopinavir",436
"ritonavir",435
"prednisone",136
"favipiravir",99
"fentanyl",67
"baricitinib",55
"colchicine",39
"ibuprofen",35
"ifenprodil",29
"glyphosate",20
"methylprednisolone",17
"methadone",16
"quercetin",16
"chlorine dioxide",15
"tenofovir",14
"quinine",13
"ketamine",11
"glutathione",10
"metformin",10
"oseltamivir",10
"aldosterone",9
"artemisinin",9
"doxycycline",9
"ruxolitinib",7
"tyrosine",7
"acyclovir",6
"calcitriol",6
"camostat",6
"cannabidiol",6
"emtricitabine",6
"famotidine",6
"niacin",6
"potassium",6
"s-23",6
"dantrolene",5
"mmda",5
"ropivacaine",5
"amiodarone",4
"dopamine",4
"galidesivir",4
"indomethacin",4
"penicillin",4
"pirfenidone",4
"sodium chlorite",4
"tramadol",4
"amoxicillin",3
"amphetamine",3
"aniline",3
"bucillamine",3
"camphor",3
"filgotinib",3
"hesperidin",3
"levodopa",3
"losartan",3
"naloxone",3
"naltrexone",3
"auranofin",2
"bafilomycin a1",2
"biotin",2
"boron",2
"bradykinin",2
"buprenorphine",2
"codeine",2
"curcumin",2
"ebselen",2
"formaldehyde",2
"forskolin",2
"glycine",2
"hydrocortisone",2
"lymecycline",2
"merimepodib",2
"mifepristone",2
"mizolastine",2
"nafamostat",2
"nelfinavir",2
"niclosamide",2
"nitrous oxide",2
"phosphorus",2
"raloxifene",2
"ribavirin",2
"ribose",2
"selinexor",2
"sorbitol",2
"thalidomide",2
"triclosan",2
"umifenovir",2
"valine",2
"valsartan",2
"vincristine",2
"abx-464",1
"acetaminophen",1
"acetylcysteine",1
"adenosine",1
"amantadine",1
"andrographolide",1
"angiotensin ii",1
"apilimod",1
"arimoclomol",1
"artesunate",1
"budesonide",1
"capsaicin",1
"catechin",1
"chlorhexidine",1
"chromium",1
"creatine",1
"crocin",1
"daptomycin",1
"dipyridamole",1
"disulfiram",1
"epigallocatechin",1
"epinephrine",1
"epoprostenol",1
"estradiol",1
"fisetin",1
"flaviolin",1
"fluoxetine",1
"fomepizole",1
"gabapentin",1
"gadolinium",1
"gallamine",1
"hydroquinone",1
"idebenone",1
"isoquercetin",1
"levamisole",1
"lidocaine",1
"losmapimod",1
"magnesium chloride",1
"manganese",1
"megestrol",1
"megestrol acetate",1
"methionine",1
"metronidazole",1
"modafinil",1
"naproxen",1
"nicotinamide",1
"nitazoxanide",1
"nitroglycerin",1
"pg-9",1
"promethazine",1
"quetiapine",1
"ranitidine",1
"resveratrol",1
"riboflavin",1
"sacubitril",1
"silicon dioxide",1
"silmitasertib",1
"telmisartan",1
"toluene",1
"ubiquinol",1
"urea",1
"withaferin-a",1
