"Drug","01-17-2021"
"ivermectin",3309
"hydroxychloroquine",320
"fentanyl",230
"azithromycin",95
"remdesivir",62
"chloroquine",51
"doxycycline",51
"calcifediol",46
"dexamethasone",34
"s-23",32
"niacin",31
"quercetin",27
"metformin",21
"leronlimab",18
"nitazoxanide",18
"sarilumab",13
"ibuprofen",12
"baricitinib",11
"penicillin",11
"dopamine",9
"fluvoxamine",9
"aviptadil",8
"talopram",8
"chlorine dioxide",7
"oleandrin",7
"apixaban",6
"dapagliflozin",6
"fenofibrate",6
"glyphosate",6
"niclosamide",6
"atropine",5
"codeine",5
"favipiravir",5
"ketamine",5
"lopinavir",5
"prednisone",5
"riboflavin",5
"thalidomide",5
"budesonide",4
"buprenorphine",4
"galidesivir",4
"artemisinin",3
"berberine",3
"colchicine",3
"dipyridamole",3
"estradiol",3
"fructose",3
"melarsoprol",3
"meloxicam",3
"methotrexate",3
"promethazine",3
"propiolactone",3
"propofol",3
"spironolactone",3
"actemra",2
"amphetamine",2
"apocynin",2
"bradykinin",2
"ceftriaxone",2
"ciclesonide",2
"clozapine",2
"curcumin",2
"cyproheptadine",2
"dexmedetomidine",2
"fostamatinib",2
"lamotrigine",2
"mefloquine",2
"midazolam",2
"phosphorus",2
"potassium",2
"ribavirin",2
"rutin",2
"salbutamol",2
"sofosbuvir",2
"squalene",2
"titanium dioxide",2
"acetaminophen",1
"aluminum oxide",1
"amodiaquine",1
"androstenedione",1
"antipain",1
"apn01",1
"astaxanthin",1
"bromhexine",1
"canagliflozin",1
"cangrelor",1
"capsaicin",1
"chlorhexidine",1
"cholecalciferol",1
"cinnarizine",1
"ciprofloxacin",1
"clonazepam",1
"cyclosporine",1
"cysteine",1
"daclatasvir",1
"desomorphine",1
"famotidine",1
"folic",1
"formaldehyde",1
"gentamicin",1
"gingerol",1
"glutathione",1
"guanine",1
"hyaluronic",1
"hypochlorous",1
"ibrutinib",1
"imodium",1
"indomethacin",1
"ketanserin",1
"lidocaine",1
"luteolin",1
"maraviroc",1
"megestrol",1
"megestrol acetate",1
"methadone",1
"minoxidil",1
"mirin",1
"mmda",1
"montelukast",1
"naproxen",1
"pg-9",1
"phenobarbital",1
"procyclidine",1
"proline",1
"ractopamine",1
"rocuronium",1
"rubidium",1
"sertraline",1
"sildenafil",1
"sodium chlorite",1
"strychnine",1
"tamoxifen",1
"taurine",1
"thymol",1
"tirofiban",1
"tramadol",1
"tyrosine",1
"urea",1
"uridine",1
"valine",1
"warfarin",1
