"Drug","04-23-2020"
"hydroxychloroquine",13767
"remdesivir",5912
"azithromycin",1835
"chloroquine",1699
"favipiravir",195
"ivermectin",165
"chlorine dioxide",119
"erythromycin",91
"oleandrin",73
"ibuprofen",72
"quinine",72
"acetylcholine",60
"fentanyl",60
"quercetin",56
"methadone",52
"lopinavir",50
"ritonavir",50
"acetazolamide",41
"angiotensin ii",41
"midazolam",41
"apilimod",40
"colchicine",38
"ifenprodil",34
"s-23",34
"penicillin",32
"bivalirudin",20
"losartan",18
"potassium",18
"warfarin",18
"codeine",17
"propofol",17
"tas-106",17
"amy-101",16
"baricitinib",16
"glyphosate",15
"naloxone",15
"prednisone",15
"bucillamine",14
"glutathione",14
"acetaminophen",13
"nafamostat",13
"montelukast",12
"dapagliflozin",11
"mefloquine",11
"crocin",10
"dopamine",10
"ketamine",10
"ribavirin",9
"tafenoquine",9
"buprenorphine",8
"camostat",8
"ciclesonide",8
"doxycycline",8
"metformin",8
"amiodarone",7
"galidesivir",7
"indomethacin",7
"propiolactone",7
"salbutamol",7
"thalidomide",7
"aldosterone",6
"bradykinin",6
"ceftriaxone",6
"cesium",6
"curcumin",6
"emodin",6
"niclosamide",6
"nitrous oxide",6
"resveratrol",6
"riboflavin",6
"ruxolitinib",6
"selinexor",6
"angiotensin 1-7",5
"clozapine",5
"formaldehyde",5
"merimepodib",5
"nifedipine",5
"oseltamivir",5
"potassium chloride",5
"tenofovir",5
"atovaquone",4
"camphor",4
"cyclosporine",4
"cysteine",4
"diphenhydramine",4
"lisinopril",4
"nelfinavir",4
"sofosbuvir",4
"strychnine",4
"urea",4
"artemisinin",3
"aspartame",3
"auranofin",3
"benzodiazepine",3
"cannabidiol",3
"cimetidine",3
"ciprofloxacin",3
"clofarabine",3
"clonazepam",3
"creatine",3
"detomidine",3
"dexamethasone",3
"emetine",3
"etoposide",3
"givinostat",3
"hydrocortisone",3
"kava",3
"loratadine",3
"methionine",3
"mmda",3
"ponatinib",3
"pseudoephedrine",3
"rivaroxaban",3
"thymol",3
"triclosan",3
"acyclovir",2
"amantadine",2
"amoxicillin",2
"apixaban",2
"bafilomycin a1",2
"bedaquiline",2
"benzonatate",2
"boron",2
"citrulline",2
"coumarin",2
"dantrolene",2
"disulfiram",2
"fenbendazole",2
"gentamicin",2
"hydroquinone",2
"ibrutinib",2
"ibudilast",2
"imatinib",2
"itraconazole",2
"kanamycin",2
"levamisole",2
"levofloxacin",2
"luteolin",2
"manganese",2
"methotrexate",2
"mirtazapine",2
"naproxen",2
"niacin",2
"nitazoxanide",2
"nitrite",2
"pantoprazole",2
"prazosin",2
"prednisolone",2
"promethazine",2
"pyrimethamine",2
"ramipril",2
"ropivacaine",2
"sildenafil",2
"sobetirome",2
"streptomycin",2
"tadalafil",2
"talopram",2
"thiamine",2
"umifenovir",2
"urethane",2
"vancomycin",2
"vecuronium",2
"vincristine",2
"acetylcysteine",1
"adenosine",1
"ambroxol",1
"amlodipine",1
"aniline",1
"apomorphine",1
"arginine",1
"atorvastatin",1
"atropine",1
"benzylpenicillin",1
"bio-11006",1
"blarcamesine",1
"bromhexine",1
"cadmium",1
"cefixime",1
"chlorhexidine",1
"cholecalciferol",1
"citalopram",1
"cordycepin",1
"cpi-613",1
"cytidine",1
"daclatasvir",1
"dapsone",1
"darunavir",1
"duloxetine",1
"ebpc",1
"ec-18",1
"empagliflozin",1
"epoprostenol",1
"estradiol",1
"estradiol valerate",1
"estradiol-valerate",1
"forskolin",1
"fosfomycin",1
"fucose",1
"gabapentin",1
"glycine",1
"hesperetin",1
"hesperidin",1
"hydroquinine",1
"hydroxyzine",1
"iodide",1
"isotretinoin",1
"l-lysine",1
"lofepramine",1
"lorazepam",1
"mephedrone",1
"mercaptopurine",1
"mifepristone",1
"modafinil",1
"naltrexone",1
"neodymium",1
"nicotinamide",1
"nitroglycerin",1
"osimertinib",1
"phenelzine",1
"phenol",1
"phosphorus",1
"piperine",1
"pregabalin",1
"proline",1
"rifampicin",1
"rupintrivir",1
"rutin",1
"semaglutide",1
"sertraline",1
"sevoflurane",1
"sirolimus",1
"sodium ascorbate",1
"sodium chlorite",1
"spermidine",1
"spironolactone",1
"succinylcholine",1
"tamsulosin",1
"tantalum",1
"telmisartan",1
"terazosin",1
"tramadol",1
"uracil",1
"uridine",1
"valaciclovir",1
"valine",1
"verteporfin",1
"zanamivir",1
