"Drug","01-04-2021"
"ivermectin",2775
"azithromycin",558
"thiamine",357
"remdesivir",162
"dexamethasone",135
"chloroquine",103
"niacin",83
"prednisone",75
"leronlimab",74
"artemisinin",60
"thalidomide",53
"doxycycline",47
"prednisolone",47
"hydroxychloroquine",36
"fentanyl",29
"famotidine",26
"cyproheptadine",23
"fluvoxamine",23
"talopram",18
"penicillin",16
"pralatrexate",16
"baricitinib",15
"spermidine",15
"spermine",15
"artesunate",14
"quercetin",14
"aviptadil",13
"ibuprofen",13
"naloxone",13
"quinine",13
"lopinavir",12
"favipiravir",11
"niclosamide",11
"potassium",11
"s-23",11
"budesonide",10
"cannabidiol",10
"dextromethorphan",7
"urea",7
"buprenorphine",6
"chlorine dioxide",6
"dopamine",6
"formaldehyde",6
"ketamine",6
"tyrosine",6
"bromhexine",5
"bucillamine",5
"calcifediol",5
"nitazoxanide",5
"ritonavir",5
"salbutamol",5
"vincristine",5
"atropine",4
"camostat",4
"codeine",4
"dantrolene",4
"fenbendazole",4
"folic",4
"mmda",4
"propofol",4
"pyronaridine",4
"amoxicillin",3
"atazanavir",3
"berberine",3
"colchicine",3
"cysteine",3
"dexmedetomidine",3
"ebselen",3
"estradiol",3
"glutathione",3
"glyphosate",3
"hydrocortisone",3
"icosapent",3
"icosapent ethyl",3
"ketotifen",3
"l-lysine",3
"metformin",3
"methadone",3
"mometasone",3
"mometasone furoate",3
"obatoclax",3
"resveratrol",3
"ruxolitinib",3
"squalene",3
"warfarin",3
"actemra",2
"antipain",2
"arginine",2
"aspartame",2
"cadmium",2
"cyclophosphamide",2
"dipyridamole",2
"guaifenesin",2
"indole",2
"indomethacin",2
"levofloxacin",2
"malic",2
"nicotinamide",2
"oseltamivir",2
"piperacillin",2
"potassium chloride",2
"tazobactam",2
"tramadol",2
"acetylcysteine",1
"activated charcoal",1
"albendazole",1
"aldosterone",1
"allicin",1
"alprazolam",1
"aminophylline",1
"apn01",1
"arecoline",1
"articaine",1
"astaxanthin",1
"azelastine",1
"bafilomycin a1",1
"biotin",1
"boron",1
"camphor",1
"capsaicin",1
"catechin",1
"ceftriaxone",1
"cenicriviroc",1
"cephalexin",1
"chlorpromazine",1
"choline",1
"ciclesonide",1
"ciprofloxacin",1
"clarithromycin",1
"daclatasvir",1
"danicopan",1
"depomedrol",1
"dimethyl fumarate",1
"diminazene",1
"dutasteride",1
"ehna",1
"epigallocatechin",1
"ergosterol",1
"fenofibrate",1
"formoterol",1
"fostamatinib",1
"fructose",1
"gabapentin",1
"gadolinium",1
"gentamicin",1
"glycine",1
"hesperidin",1
"hyaluronic",1
"hydroxyurea",1
"ifenprodil",1
"imodium",1
"landiolol",1
"levodopa",1
"lidocaine",1
"losartan",1
"manganese",1
"maraviroc",1
"megestrol",1
"megestrol acetate",1
"methotrexate",1
"methylprednisolone",1
"metronidazole",1
"minoxidil",1
"mirin",1
"nafamostat",1
"naringin",1
"nitroglycerin",1
"nitrous oxide",1
"nitrous-oxide",1
"opipramol",1
"paquinimod",1
"pb28",1
"piperaquine",1
"progesterone",1
"proline",1
"pyridostigmine",1
"ractopamine",1
"ramatroban",1
"rhein",1
"ronnel",1
"rutin",1
"sertraline",1
"sofosbuvir",1
"sotagliflozin",1
"sotalol",1
"squalane",1
"strychnine",1
"thimerosal",1
"tilorone",1
"trehalose",1
"zaltoprofen",1
