"Drug","05-08-2022"
"ivermectin",275
"hydroxychloroquine",65
"cysteine",36
"quercetin",31
"fentanyl",22
"thalidomide",17
"azithromycin",15
"ibuprofen",14
"niacin",14
"fluvoxamine",9
"misoprostol",9
"midazolam",8
"talopram",8
"chloroquine",7
"dexamethasone",7
"ritonavir",7
"baricitinib",6
"bifonazole",5
"naltrexone",5
"glutathione",4
"ketamine",4
"plitidepsin",4
"prednisone",4
"acetaminophen",3
"aviptadil",3
"codeine",3
"dopamine",3
"doxycycline",3
"famotidine",3
"fingolimod",3
"arginine",2
"aspartame",2
"bradykinin",2
"clopidogrel",2
"estradiol",2
"formaldehyde",2
"rutin",2
"vincristine",2
"acetylcholine",1
"allicin",1
"amantadine",1
"azosemide",1
"benzodiazepine",1
"bucillamine",1
"calcifediol",1
"camostat",1
"chlorine dioxide",1
"chromium",1
"citrulline",1
"colchicine",1
"creatine",1
"curcumin",1
"diphenhydramine",1
"epigallocatechin",1
"favipiravir",1
"fenofibrate",1
"fludrocortisone",1
"fluoxetine",1
"guaifenesin",1
"loratadine",1
"lutein",1
"maraviroc",1
"methadone",1
"methionine",1
"montelukast",1
"niclosamide",1
"potassium chloride",1
"propranolol",1
"pyridostigmine",1
"quinine",1
"ramipril",1
"resveratrol",1
"risperidone",1
"sofosbuvir",1
"sulforaphane",1
"taurine",1
"tizanidine",1
"trehalose",1
"ubiquinol",1
"up5",1
"venetoclax",1
"vortioxetine",1
