"Drug","06-19-2021"
"ivermectin",4955
"hydroxychloroquine",221
"fluvoxamine",126
"telmisartan",124
"dexamethasone",120
"chloroquine",81
"metformin",75
"remdesivir",61
"niacin",46
"camostat",33
"nafamostat",32
"azithromycin",31
"leronlimab",25
"fentanyl",23
"doxycycline",19
"colchicine",16
"warfarin",15
"tofacitinib",14
"baricitinib",12
"imatinib",12
"favipiravir",11
"quercetin",11
"midazolam",10
"thalidomide",10
"amphotericin b",9
"tempol",9
"chlorine dioxide",8
"losartan",8
"nicotinamide",8
"niclosamide",7
"suramin",7
"tryptophan",7
"fisetin",6
"adenine",5
"arginine",5
"dopamine",5
"glutathione",5
"glyphosate",5
"penicillin",5
"ruxolitinib",5
"acetaminophen",4
"budesonide",4
"curcumin",4
"ibuprofen",4
"masitinib",4
"aldosterone",3
"astaxanthin",3
"famotidine",3
"formaldehyde",3
"methotrexate",3
"omeprazole",3
"potassium",3
"prednisone",3
"quinine",3
"silmitasertib",3
"talopram",3
"thiamine",3
"angiotensin ii",2
"cannabidiol",2
"celecoxib",2
"cholecalciferol",2
"codeine",2
"cysteine",2
"emricasan",2
"ertugliflozin",2
"glycine",2
"hydroxyurea",2
"megestrol",2
"megestrol acetate",2
"methylprednisolone",2
"mmda",2
"plitidepsin",2
"proline",2
"resveratrol",2
"sildenafil",2
"acetylcysteine",1
"allopurinol",1
"aluminum oxide",1
"ambroxol",1
"amoxicillin",1
"ampreloxetine",1
"atropine",1
"aviptadil",1
"berberine",1
"biotin",1
"bromhexine",1
"bucillamine",1
"calcifediol",1
"calcitriol",1
"candesartan",1
"catechin",1
"ciprofloxacin",1
"citicoline",1
"creatine",1
"dabigatran",1
"ehna",1
"empagliflozin",1
"epoprostenol",1
"etoricoxib",1
"folic",1
"fostamatinib",1
"hydroxyzine",1
"hypochlorous",1
"indomethacin",1
"ketamine",1
"larazotide",1
"lestaurtinib",1
"levodopa",1
"lopinavir",1
"loratadine",1
"lycopene",1
"methadone",1
"metoprolol",1
"moxonidine",1
"naltrexone",1
"nandrolone",1
"naproxen",1
"nifuroxazide",1
"nitazoxanide",1
"nitrous oxide",1
"nitrous-oxide",1
"phenibut",1
"posaconazole",1
"prednisolone",1
"progesterone",1
"promethazine",1
"ritonavir",1
"samarium",1
"sodium chlorite",1
"spironolactone",1
"toluene",1
"tramadol",1
"vadadustat",1
