"Drug","08-01-2020"
"hydroxychloroquine",14674
"remdesivir",1132
"chloroquine",1116
"chlorine dioxide",564
"azithromycin",527
"dexamethasone",241
"fentanyl",215
"ivermectin",123
"doxycycline",73
"budesonide",40
"quinine",40
"prednisone",38
"metformin",36
"quercetin",35
"colchicine",26
"bromhexine",22
"erythromycin",22
"favipiravir",22
"ibuprofen",20
"naloxone",18
"ambroxol",15
"bucillamine",15
"thalidomide",14
"nitazoxanide",12
"lopinavir",11
"ritonavir",9
"penicillin",8
"atovaquone",7
"camostat",7
"mefloquine",7
"proguanil",7
"tafenoquine",7
"formaldehyde",6
"haloperidol",6
"potassium",6
"s-23",6
"aldosterone",5
"cannabidiol",5
"dopamine",5
"hydroquinone",5
"indomethacin",5
"sofosbuvir",5
"titanium dioxide",5
"apilimod",4
"baricitinib",4
"codeine",4
"creatinine",4
"cysteine",4
"glyphosate",4
"ketamine",4
"nafamostat",4
"niclosamide",4
"progesterone",4
"artesunate",3
"bafilomycin a1",3
"capsaicin",3
"curcumin",3
"dantrolene",3
"dexmedetomidine",3
"epigallocatechin",3
"galactose",3
"glutathione",3
"oxymetazoline",3
"pyronaridine",3
"thiamine",3
"azathioprine",2
"bradykinin",2
"cesium",2
"choline",2
"cyclosporine",2
"dipyridamole",2
"famotidine",2
"hydrocortisone",2
"levodopa",2
"losartan",2
"omeprazole",2
"phenylephrine",2
"resveratrol",2
"ronnel",2
"talopram",2
"acalabrutinib",1
"acetaminophen",1
"acyclovir",1
"alanine",1
"alisporivir",1
"alprostadil",1
"amiodarone",1
"amlodipine",1
"amoxicillin",1
"angiotensin 1-7",1
"angiotensin ii",1
"atorvastatin",1
"benidipine",1
"beta-alanine",1
"bleomycin",1
"cadmium",1
"calcium gluconate",1
"camphor",1
"chromium",1
"ciclesonide",1
"clarithromycin",1
"clenbuterol",1
"crocin",1
"daclatasvir",1
"deferiprone",1
"disulfiram",1
"echothiophate",1
"enzalutamide",1
"estradiol",1
"fenofibrate",1
"flaviolin",1
"fucose",1
"galidesivir",1
"iodide",1
"ipratropium",1
"isoniazid",1
"isoquercetin",1
"l-lysine",1
"lansoprazole",1
"lisinopril",1
"luteolin",1
"mannose",1
"methotrexate",1
"methylcobalamin",1
"methylprednisolone",1
"metoprolol",1
"nelfinavir",1
"niacin",1
"nitrite",1
"perchlorate",1
"phenol",1
"phosphorus",1
"propofol",1
"pyrithione",1
"raloxifene",1
"reichstein",1
"rhein",1
"rigosertib",1
"salbutamol",1
"selinexor",1
"sodium chlorite",1
"tramadol",1
"valine",1
"vanadium",1
