"Drug","04-28-2020"
"chloroquine",2582
"remdesivir",691
"ivermectin",581
"azithromycin",531
"hydroxychloroquine",460
"famotidine",445
"chlorine dioxide",402
"quinine",216
"ibuprofen",84
"fentanyl",82
"lopinavir",70
"glyphosate",54
"ritonavir",54
"favipiravir",52
"oseltamivir",45
"methadone",37
"progesterone",36
"titanium dioxide",29
"formaldehyde",23
"potassium",23
"omeprazole",21
"quercetin",19
"ropivacaine",19
"naloxone",15
"angiotensin ii",14
"ketamine",14
"ranitidine",14
"codeine",12
"dopamine",12
"glutathione",12
"methotrexate",12
"montelukast",12
"penicillin",12
"galidesivir",11
"osimertinib",11
"camostat",10
"astaxanthin",8
"estradiol",8
"aldosterone",7
"buprenorphine",7
"cyclosporine",7
"furosemide",7
"urea",7
"acetylcholine",6
"chlorhexidine",6
"colchicine",6
"ebselen",6
"kava",6
"losartan",6
"metformin",6
"naltrexone",6
"pyridostigmine",6
"thalidomide",6
"acetaminophen",5
"cannabidiol",5
"chromium",5
"curcumin",5
"ibrutinib",5
"neostigmine",5
"plitidepsin",5
"prazosin",5
"s-23",5
"selinexor",5
"tamsulosin",5
"warfarin",5
"acetazolamide",4
"artemisinin",4
"darunavir",4
"dexamethasone",4
"doxycycline",4
"levothyroxine",4
"nafamostat",4
"niclosamide",4
"nitazoxanide",4
"prednisone",4
"riboflavin",4
"spironolactone",4
"apilimod",3
"ciprofloxacin",3
"clozapine",3
"diphenhydramine",3
"glycine",3
"megestrol",3
"megestrol acetate",3
"midazolam",3
"nicotinamide",3
"nitrite",3
"pacritinib",3
"phosphorus",3
"proline",3
"propofol",3
"resveratrol",3
"ronnel",3
"sertraline",3
"tetracycline",3
"tramadol",3
"acetylcysteine",2
"adenosine",2
"amantadine",2
"amoxicillin",2
"artemether",2
"aspartame",2
"baricitinib",2
"beta-sitosterol",2
"bradykinin",2
"camphor",2
"carbocisteine",2
"cephalexin",2
"cimetidine",2
"dapagliflozin",2
"ec-17",2
"emodin",2
"ephedrine",2
"epinephrine",2
"erythromycin",2
"etoposide",2
"gabapentin",2
"hesperetin",2
"ibudilast",2
"l-lysine",2
"lumefantrine",2
"niacin",2
"nitrous oxide",2
"nystatin",2
"oxycodone",2
"pentolinium",2
"phenobarbital",2
"pseudoephedrine",2
"ramipril",2
"ribavirin",2
"ribose",2
"ruxolitinib",2
"salbutamol",2
"sodium chlorite",2
"sucralfate",2
"tacrolimus",2
"talopram",2
"toluene",2
"up5",2
"vincristine",2
"activated charcoal",1
"almitrine",1
"amphetamine",1
"angiotensin 1-7",1
"apixaban",1
"artesunate",1
"aviptadil",1
"baloxavir marboxil",1
"benzodiazepine",1
"benzoylecgonine",1
"blarcamesine",1
"boron",1
"bromhexine",1
"bucillamine",1
"cabotegravir",1
"cadmium",1
"candesartan",1
"carmofur",1
"cesium",1
"cetirizine",1
"cetylpyridinium",1
"choline",1
"citalopram",1
"creatine",1
"cysteine",1
"cytarabine",1
"daclatasvir",1
"darinaparsin",1
"digoxin",1
"dipyridamole",1
"disulfiram",1
"epigallocatechin",1
"erdosteine",1
"etomidate",1
"fingolimod",1
"fluorescein",1
"hesperidin",1
"homoharringtonine",1
"hydroquinone",1
"imatinib",1
"imetelstat",1
"imiquimod",1
"indole",1
"inositol",1
"levodopa",1
"levofloxacin",1
"levonorgestrel",1
"lidocaine",1
"lisinopril",1
"lofepramine",1
"lutein",1
"lycopene",1
"malathion",1
"manganese",1
"methylprednisolone",1
"mmda",1
"nizatidine",1
"pentoxifylline",1
"piclidenoson",1
"praziquantel",1
"primaquine",1
"propranolol",1
"pyronaridine",1
"quinacrine",1
"ractopamine",1
"regadenoson",1
"rhein",1
"seliciclib",1
"sitagliptin",1
"sofosbuvir",1
"somatostatin",1
"spermidine",1
"sphingosine",1
"strychnine",1
"sugammadex",1
"tamoxifen",1
"telmisartan",1
"temozolomide",1
"theophylline",1
"thiamine",1
"thimerosal",1
"thymol",1
"ticagrelor",1
"tideglusib",1
"tradipitant",1
"trazodone",1
"triamcinolone",1
"triclosan",1
"tryptophan",1
"umifenovir",1
"urethane",1
"valine",1
"valinomycin",1
"valsartan",1
"vanadium",1
"vancomycin",1
"vardenafil",1
"varenicline",1
