"Drug","01-24-2022"
"ivermectin",1738
"remdesivir",481
"hydroxychloroquine",226
"azithromycin",211
"fentanyl",112
"fluvoxamine",77
"quercetin",76
"dexamethasone",42
"ibuprofen",39
"favipiravir",38
"clindamycin",37
"midazolam",37
"baricitinib",36
"ritonavir",28
"colchicine",25
"chloroquine",24
"empagliflozin",24
"metformin",21
"budesonide",18
"cannabidiol",17
"buprenorphine",16
"vincristine",16
"doxycycline",10
"niacin",9
"tempol",9
"s-23",8
"manganese",7
"prednisone",7
"artemisinin",6
"codeine",6
"cysteine",6
"dopamine",6
"thalidomide",6
"acetaminophen",5
"aldosterone",5
"gabapentin",5
"glutathione",5
"methadone",5
"mmda",5
"angiotensin ii",4
"cytidine",4
"diphenhydramine",4
"ketamine",4
"methotrexate",4
"niclosamide",4
"penicillin",4
"resveratrol",4
"sertraline",4
"uridine",4
"amoxicillin",3
"artesunate",3
"cetirizine",3
"creatine",3
"curcumin",3
"famotidine",3
"formaldehyde",3
"nitazoxanide",3
"oxycodone",3
"rapamycin",3
"sildenafil",3
"tacrolimus",3
"tofacitinib",3
"zidovudine",3
"azelastine",2
"biotin",2
"chromium",2
"clozapine",2
"cotinine",2
"cyclophosphamide",2
"dabigatran",2
"epinephrine",2
"folic",2
"fructose",2
"glyphosate",2
"hydroxyzine",2
"l-glutamine",2
"loratadine",2
"minocycline",2
"naproxen",2
"olanzapine",2
"pp-30",2
"prednisolone",2
"pseudoephedrine",2
"quinine",2
"ramipril",2
"rivaroxaban",2
"ruxolitinib",2
"selenocysteine",2
"spironolactone",2
"talopram",2
"thiamine",2
"thimerosal",2
"warfarin",2
"abivertinib",1
"actemra",1
"adapalene",1
"adenine",1
"adenosine",1
"alanine",1
"amantadine",1
"amphetamine",1
"bacitracin",1
"benzonatate",1
"beta-alanine",1
"boron",1
"bradykinin",1
"bucillamine",1
"calcium chloride",1
"camphor",1
"capsaicin",1
"cepharanthine",1
"chlorine dioxide",1
"chlortetracycline",1
"ciclesonide",1
"citalopram",1
"compound 10",1
"creatinine",1
"crocin",1
"cyproheptadine",1
"daptomycin",1
"diazepam",1
"farnesol",1
"fenofibrate",1
"fludrocortisone",1
"fucose",1
"glpg-0187",1
"histidine",1
"l-lysine",1
"leronlimab",1
"luteolin",1
"megestrol",1
"megestrol acetate",1
"mesna",1
"metoclopramide",1
"metoprolol",1
"midodrine",1
"nicotinamide",1
"ondansetron",1
"paroxetine",1
"phthalocyanine",1
"piperacillin",1
"potassium",1
"progesterone",1
"propofol",1
"propranolol",1
"pyronaridine",1
"quetiapine",1
"ranitidine",1
"riboflavin",1
"rifampicin",1
"risperidone",1
"rupatadine",1
"sarilumab",1
"sevoflurane",1
"silibinin",1
"siltuximab",1
"squalene",1
"suramin",1
"tamoxifen",1
"tazobactam",1
"telmisartan",1
"tetracycline",1
"ticagrelor",1
"tramadol",1
"trehalose",1
"tromethamine",1
"tryptophan",1
"tylosin",1
"up5",1
"uracil",1
"urea",1
"vancomycin",1
