"Drug","07-13-2021"
"ivermectin",2028
"hydroxychloroquine",492
"remdesivir",224
"ritonavir",136
"lopinavir",133
"quercetin",81
"amphotericin b",53
"azithromycin",44
"favipiravir",30
"niacin",26
"midazolam",22
"chloroquine",20
"mmda",20
"fentanyl",18
"doxycycline",17
"penicillin",16
"ibuprofen",13
"thalidomide",13
"methotrexate",11
"tryptophan",11
"artesunate",10
"nitazoxanide",10
"pyronaridine",10
"actemra",9
"oseltamivir",9
"prednisone",9
"tempol",9
"acetylcholine",8
"aviptadil",8
"etoposide",7
"fostamatinib",7
"suramin",7
"cannabidiol",6
"calcifediol",5
"colchicine",5
"sarilumab",5
"alanine",4
"baricitinib",4
"fluvoxamine",4
"leronlimab",4
"niclosamide",4
"resveratrol",4
"threonine",4
"varenicline",4
"vincristine",4
"angiotensin 1-7",3
"berberine",3
"dopamine",3
"dutasteride",3
"s-23",3
"spironolactone",3
"tamoxifen",3
"acetaminophen",2
"angiotensin ii",2
"aspartame",2
"astaxanthin",2
"boron",2
"curcumin",2
"estradiol",2
"famotidine",2
"glutathione",2
"meldonium",2
"methadone",2
"prednisolone",2
"propofol",2
"quinine",2
"strychnine",2
"telmisartan",2
"albendazole",1
"aldosterone",1
"alectinib",1
"amiodarone",1
"antipain",1
"arginine",1
"azelastine",1
"biotin",1
"camostat",1
"cannabinol",1
"capsaicin",1
"cesium",1
"chlorine dioxide",1
"cilengitide",1
"citrulline",1
"cladribine",1
"cobalamin",1
"codeine",1
"cysteine",1
"dapsone",1
"diethylcarbamazine",1
"digoxin",1
"emetine",1
"epinephrine",1
"escitalopram",1
"eucalyptol",1
"fluticasone",1
"formaldehyde",1
"glyphosate",1
"griseofulvin",1
"hydroxyurea",1
"imatinib",1
"indole",1
"indomethacin",1
"lansoprazole",1
"leucine",1
"lisinopril",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"metformin",1
"mirin",1
"montelukast",1
"naloxegol",1
"naloxone",1
"naltrexone",1
"neodymium",1
"nicotinamide",1
"nitrous oxide",1
"nitrous-oxide",1
"omeprazole",1
"oxycodone",1
"phenol",1
"piperine",1
"progesterone",1
"ranitidine",1
"ribavirin",1
"rifampicin",1
"rupatadine",1
"sildenafil",1
"sphingosine",1
"squalene",1
"sulforaphane",1
"thiamine",1
"thiopental",1
"valine",1
"vancomycin",1
