"Drug","05-14-2021"
"ivermectin",2331
"remdesivir",1572
"amphotericin b",750
"dexamethasone",101
"doxycycline",97
"quercetin",79
"azithromycin",74
"hydroxychloroquine",58
"cyproheptadine",54
"phosphorus",54
"leronlimab",46
"baricitinib",37
"fluvoxamine",31
"chloroquine",29
"prednisolone",29
"posaconazole",28
"methylprednisolone",25
"fentanyl",23
"suramin",16
"prednisone",14
"fluoxetine",13
"ibuprofen",12
"methadone",12
"thalidomide",11
"arginine",10
"budesonide",9
"fostamatinib",9
"penicillin",9
"aviptadil",8
"dopamine",8
"metformin",8
"colchicine",7
"ketamine",7
"urea",7
"cyclophosphamide",6
"glutathione",6
"naloxone",6
"talopram",6
"actemra",5
"buprenorphine",5
"caspofungin",5
"creatinine",5
"epinephrine",5
"glyphosate",5
"quinine",5
"sarilumab",5
"up5",5
"berberine",4
"bromhexine",4
"curcumin",4
"estradiol",4
"fluorescein",4
"isavuconazole",4
"mannose",4
"methotrexate",4
"niacin",4
"proline",4
"s-23",4
"chlorine dioxide",3
"clofazimine",3
"crocin",3
"favipiravir",3
"ifenprodil",3
"losartan",3
"niclosamide",3
"nicotinamide",3
"antipain",2
"artemisinin",2
"artesunate",2
"camostat",2
"cannabidiol",2
"carboplatin",2
"cetirizine",2
"codeine",2
"cysteine",2
"formaldehyde",2
"fructose",2
"gingerol",2
"isoquercetin",2
"levodopa",2
"lidocaine",2
"methionine",2
"nimesulide",2
"potassium",2
"tacrolimus",2
"thimerosal",2
"tofacitinib",2
"warfarin",2
"acetaminophen",1
"acetylcysteine",1
"aldosterone",1
"allopurinol",1
"ambroxol",1
"apixaban",1
"aspartame",1
"azathioprine",1
"benzodiazepine",1
"beta carotene",1
"betamethasone",1
"biotin",1
"bradykinin",1
"bucillamine",1
"cadmium",1
"camphor",1
"chlorhexidine",1
"ciclesonide",1
"citalopram",1
"creatine",1
"d-glucose",1
"dantrolene",1
"dapagliflozin",1
"deflazacort",1
"desomorphine",1
"doxazosin",1
"duvelisib",1
"fenbendazole",1
"fexofenadine",1
"fingolimod",1
"forskolin",1
"gemfibrozil",1
"hyaluronic",1
"hydroquinone",1
"hypochlorous",1
"indole",1
"inosine",1
"inosine pranobex",1
"isotretinoin",1
"ivabradine",1
"lopinavir",1
"loratadine",1
"lurasidone",1
"manganese",1
"megestrol",1
"megestrol acetate",1
"metoprolol",1
"molybdenum",1
"naltrexone",1
"pioglitazone",1
"pravastatin",1
"propranolol",1
"pyronaridine",1
"ritonavir",1
"ropivacaine",1
"ryanodine",1
"sertraline",1
"sodium acetate",1
"sodium ascorbate",1
"spironolactone",1
"strychnine",1
"thiamine",1
"tromethamine",1
"tyrosine",1
"vancomycin",1
"vs-5584",1
