"Drug","12-10-2022"
"ivermectin",1537
"azithromycin",308
"hydroxychloroquine",186
"fentanyl",77
"ibuprofen",43
"midazolam",32
"prednisone",17
"quercetin",11
"amoxicillin",10
"chloroquine",9
"fluvoxamine",8
"glutathione",8
"glyphosate",8
"dexamethasone",7
"asparagine",6
"famotidine",6
"acetaminophen",5
"resveratrol",5
"s-23",5
"sildenafil",4
"vincristine",4
"adenosine",3
"curcumin",3
"diazepam",3
"dopamine",3
"glycine",3
"methylprednisolone",3
"tromethamine",3
"aprepitant",2
"arginine",2
"artemisinin",2
"atenolol",2
"budesonide",2
"busulfan",2
"capsaicin",2
"codeine",2
"gadolinium",2
"indomethacin",2
"lorazepam",2
"metoprolol",2
"naproxen",2
"niacin",2
"piperine",2
"proline",2
"propranolol",2
"ritonavir",2
"suramin",2
"thalidomide",2
"thiamine",2
"alanine",1
"angiotensin ii",1
"benzonatate",1
"berberine",1
"bromhexine",1
"bucillamine",1
"calcifediol",1
"calcitriol",1
"cephalexin",1
"cetirizine",1
"clarithromycin",1
"clobazam",1
"clonazepam",1
"clopidogrel",1
"dobutamine",1
"doxycycline",1
"duloxetine",1
"epinephrine",1
"escitalopram",1
"ezetimibe",1
"favipiravir",1
"fluoxetine",1
"formaldehyde",1
"fructose",1
"gentamicin",1
"hydroxytyrosol",1
"hymecromone",1
"imatinib",1
"ketamine",1
"linezolid",1
"lisinopril",1
"mannose",1
"maraviroc",1
"meropenem",1
"metformin",1
"methotrexate",1
"naltrexone",1
"nelfinavir",1
"nicotinamide",1
"oleandrin",1
"praziquantel",1
"pyronaridine",1
"rutin",1
"sphingosine",1
"sulbactam",1
"talopram",1
"tecovirimat",1
"tempol",1
"trehalose",1
"tucatinib",1
