"Drug","06-01-2022"
"hydroxychloroquine",1452
"ivermectin",359
"fluvoxamine",57
"azithromycin",53
"fentanyl",53
"famotidine",18
"quercetin",13
"prednisone",11
"dexamethasone",9
"ibuprofen",8
"midazolam",7
"ritonavir",7
"buprenorphine",5
"arginine",4
"doxycycline",4
"naltrexone",4
"niacin",4
"thalidomide",4
"chloroquine",3
"disulfiram",3
"ketamine",3
"montelukast",3
"pirfenidone",3
"s-23",3
"thiamine",3
"vildagliptin",3
"vincristine",3
"budesonide",2
"codeine",2
"dopamine",2
"imatinib",2
"maraviroc",2
"methotrexate",2
"nicotinamide",2
"oseltamivir",2
"pseudoephedrine",2
"riboflavin",2
"amoxicillin",1
"apixaban",1
"bifonazole",1
"calcifediol",1
"cetirizine",1
"cholecalciferol",1
"cladribine",1
"colchicine",1
"creatine",1
"cyproheptadine",1
"desloratadine",1
"diphenhydramine",1
"doxepin",1
"estradiol",1
"fructose",1
"gabapentin",1
"glutathione",1
"histidine",1
"hydroxyzine",1
"imidazole",1
"inulin",1
"iohexol",1
"levodopa",1
"megestrol acetate",1
"metformin",1
"methadone",1
"naloxone",1
"naproxen",1
"oxycodone",1
"phenylalanine",1
"pregabalin",1
"proline",1
"promethazine",1
"pyridostigmine",1
"quinine",1
"spironolactone",1
"tromethamine",1
