"Drug","02-04-2021"
"ivermectin",2263
"hydroxychloroquine",411
"remdesivir",214
"azithromycin",147
"ibuprofen",75
"dexamethasone",73
"fluvoxamine",63
"quercetin",48
"penicillin",41
"colchicine",40
"doxycycline",37
"thapsigargin",31
"leronlimab",28
"fentanyl",24
"chloroquine",18
"oseltamivir",18
"plitidepsin",17
"dipyridamole",16
"ambroxol",15
"clarithromycin",15
"methylprednisolone",14
"creatine",13
"niacin",12
"prednisone",12
"calcifediol",11
"hydrocortisone",11
"methotrexate",11
"sarilumab",11
"acetaminophen",9
"glutathione",8
"metformin",8
"aviptadil",7
"fluoxetine",7
"acetylcysteine",6
"cannabidiol",6
"estradiol",6
"acetylcholine",5
"dopamine",5
"favipiravir",5
"larazotide",5
"thalidomide",5
"baricitinib",4
"ketamine",4
"orlistat",4
"actemra",3
"angiotensin 1-7",3
"curcumin",3
"formaldehyde",3
"montelukast",3
"potassium",3
"quinine",3
"thiamine",3
"amoxicillin",2
"antroquinonol",2
"astaxanthin",2
"bromhexine",2
"bucillamine",2
"budesonide",2
"cesium",2
"edoxaban",2
"ergotamine",2
"famotidine",2
"folic",2
"glyphosate",2
"hyaluronic",2
"inulin",2
"methacholine",2
"niobium",2
"olaparib",2
"propofol",2
"rhein",2
"ronnel",2
"squalene",2
"tyrosine",2
"warfarin",2
"abivertinib",1
"alanine",1
"aluminum oxide",1
"amlodipine",1
"andrographolide",1
"antipain",1
"apremilast",1
"arginine",1
"artemisinin",1
"artesunate",1
"atropine",1
"biotin",1
"boron",1
"bradykinin",1
"buprenorphine",1
"camostat",1
"camphor",1
"capsaicin",1
"ceftriaxone",1
"chlorine dioxide",1
"cholecalciferol",1
"chromium",1
"ciclesonide",1
"clioquinol",1
"clopidogrel",1
"clozapine",1
"codeine",1
"cordycepin",1
"cyproheptadine",1
"ehna",1
"epinephrine",1
"fostamatinib",1
"gabapentin",1
"glyburide",1
"hydrocodone",1
"hydroquinone",1
"icosapent",1
"indole",1
"inositol",1
"isotretinoin",1
"kava",1
"letrozole",1
"lopinavir",1
"losartan",1
"luteolin",1
"lymecycline",1
"magnesium oxide",1
"mefloquine",1
"methadone",1
"mipsagargin",1
"mirin",1
"nafamostat",1
"naloxone",1
"naltrexone",1
"naproxen",1
"oleandrin",1
"proline",1
"pyronaridine",1
"ran-27",1
"rapamycin",1
"resveratrol",1
"ritonavir",1
"rivipansel",1
"ropivacaine",1
"rubidium",1
"selinexor",1
"sildenafil",1
"sugammadex",1
"sulfasalazine",1
"tamoxifen",1
"tempol",1
"teriflunomide",1
"thimerosal",1
"tofacitinib",1
"toremifene",1
"triethylene glycol",1
"urethane",1
"vincristine",1
"xanthohumol",1
