"Drug","10-24-2020"
"remdesivir",2233
"hydroxychloroquine",583
"azithromycin",132
"lofepramine",105
"dexamethasone",103
"doxycycline",102
"ivermectin",61
"leronlimab",58
"fentanyl",33
"actemra",22
"chloroquine",21
"lopinavir",19
"clonazepam",18
"quercetin",18
"toluene",18
"ritonavir",17
"aviptadil",15
"naloxone",14
"famotidine",13
"ibuprofen",9
"talopram",9
"nitazoxanide",8
"penicillin",8
"prednisone",8
"s-23",8
"dipyridamole",7
"codeine",6
"dopamine",6
"fluoxetine",6
"lansoprazole",6
"methotrexate",6
"squalene",6
"warfarin",6
"bradykinin",5
"cetirizine",5
"cyclosporine",5
"fluvoxamine",5
"furosemide",5
"gentamicin",5
"metformin",5
"bucillamine",4
"calcifediol",4
"colchicine",4
"favipiravir",4
"fostamatinib",4
"indomethacin",4
"methylprednisolone",4
"potassium",4
"propofol",4
"quinine",4
"umifenovir",4
"acetylcysteine",3
"bromhexine",3
"camostat",3
"cannabidiol",3
"ceftriaxone",3
"chlorine dioxide",3
"diazepam",3
"hydrocortisone",3
"indole",3
"levodopa",3
"omeprazole",3
"thalidomide",3
"vincristine",3
"acetaminophen",2
"aldosterone",2
"amlodipine",2
"amoxicillin",2
"artemisinin",2
"cyclophosphamide",2
"diethylstilbestrol",2
"folic",2
"galidesivir",2
"glutathione",2
"hyaluronic",2
"ifenprodil",2
"loratadine",2
"luteolin",2
"manganese",2
"methadone",2
"nafamostat",2
"norepinephrine",2
"oxycodone",2
"phenobarbital",2
"phosphorus",2
"progesterone",2
"propiolactone",2
"pseudoephedrine",2
"rapamycin",2
"ribavirin",2
"siltuximab",2
"tamoxifen",2
"thymol",2
"tramadol",2
"alanine",1
"alprazolam",1
"amantadine",1
"amiodarone",1
"amodiaquine",1
"amphetamine",1
"anandamide",1
"angiotensin ii",1
"bafilomycin a1",1
"boron",1
"buprenorphine",1
"cadmium",1
"calcitriol",1
"celecoxib",1
"cetylpyridinium",1
"chlorhexidine",1
"chlorpromazine",1
"ciclesonide",1
"compound 10",1
"creatine",1
"creatinine",1
"curcumin",1
"debrisoquine",1
"dexmedetomidine",1
"diethyl ether",1
"epoprostenol",1
"estradiol",1
"etoposide",1
"fenofibrate",1
"fexofenadine",1
"flaviolin",1
"formaldehyde",1
"fructose",1
"gemcitabine",1
"glyphosate",1
"hydroxytyrosol",1
"hypochlorous",1
"ibrutinib",1
"k-134",1
"lenalidomide",1
"levothyroxine",1
"lidocaine",1
"losartan",1
"mannose",1
"mavacamten",1
"midazolam",1
"midodrine",1
"mmda",1
"naltrexone",1
"naproxen",1
"nebivolol",1
"olanzapine",1
"oseltamivir",1
"pantoprazole",1
"quetiapine",1
"rabeprazole",1
"reserpine",1
"retinol",1
"rhein",1
"risperidone",1
"rivaroxaban",1
"rosiglitazone",1
"ruxolitinib",1
"sarilumab",1
"selinexor",1
"squalane",1
"tetracycline",1
"trinitrotoluene",1
"zuclopenthixol",1
