"Drug","02-22-2021"
"ivermectin",1929
"hydroxychloroquine",317
"remdesivir",80
"leronlimab",43
"azithromycin",40
"chloroquine",40
"fentanyl",40
"tempol",39
"quercetin",34
"calcifediol",31
"dexamethasone",27
"formaldehyde",24
"niacin",19
"budesonide",16
"doxycycline",16
"ibuprofen",16
"montelukast",16
"favipiravir",14
"metformin",14
"naloxone",13
"penicillin",13
"thalidomide",13
"aviptadil",12
"s-23",12
"colchicine",10
"nitazoxanide",10
"famotidine",9
"oleandrin",9
"quinine",9
"prednisone",8
"ribavirin",8
"riboflavin",8
"lenvatinib",7
"sorafenib",7
"thiopental",7
"dopamine",6
"estradiol",6
"fluvoxamine",6
"gabapentin",6
"levothyroxine",6
"sarilumab",6
"amantadine",5
"baricitinib",5
"bromhexine",5
"codeine",5
"pg-9",5
"acetylcholine",4
"amitriptyline",4
"arecoline",4
"astaxanthin",4
"hesperidin",4
"potassium",4
"progesterone",4
"vincristine",4
"berberine",3
"fructose",3
"glutathione",3
"ifenprodil",3
"ketamine",3
"lidocaine",3
"lopinavir",3
"pregabalin",3
"ritonavir",3
"siltuximab",3
"spironolactone",3
"squalene",3
"acetaminophen",2
"alanine",2
"amoxicillin",2
"artesunate",2
"aspartame",2
"camostat",2
"cannabidiol",2
"chlorine dioxide",2
"clarithromycin",2
"creatine",2
"creatinine",2
"glycine",2
"glyphosate",2
"methadone",2
"molybdenum",2
"posaconazole",2
"resveratrol",2
"rigosertib",2
"sacubitril",2
"talopram",2
"tryptophan",2
"valsartan",2
"voriconazole",2
"abbv-744",1
"aluminum oxide",1
"alvelestat",1
"ambroxol",1
"antipain",1
"apigenin",1
"azathioprine",1
"beta carotene",1
"boron",1
"bradykinin",1
"buprenorphine",1
"cabazitaxel",1
"cabozantinib",1
"carbamazepine",1
"ceftriaxone",1
"cholecalciferol",1
"ciprofloxacin",1
"citalopram",1
"clonazepam",1
"clopidogrel",1
"curcumin",1
"cyclosporine",1
"cysteine",1
"diazepam",1
"duloxetine",1
"e-2012",1
"ebselen",1
"epigallocatechin",1
"epinephrine",1
"erdosteine",1
"etoricoxib",1
"eugenol",1
"fluoxetine",1
"guaiacol",1
"hinokitiol",1
"hydrocodone",1
"hydrocortisone",1
"hydroquinone",1
"hydroxyzine",1
"hypochlorous",1
"indole",1
"indomethacin",1
"ivabradine",1
"kaolin",1
"l-lysine",1
"lorazepam",1
"lycopene",1
"manganese",1
"mannose",1
"methyldopa",1
"methylprednisolone",1
"midazolam",1
"mirin",1
"mmda",1
"naldemedine",1
"niclosamide",1
"nitrous oxide",1
"nitrous-oxide",1
"oxiracetam",1
"permethrin",1
"plitidepsin",1
"prazosin",1
"propofol",1
"semaglutide",1
"sertraline",1
"sitagliptin",1
"spermidine",1
"sunitinib",1
"tapinarof",1
"topiramate",1
"triclosan",1
"venetoclax",1
"warfarin",1
