"Drug","07-16-2020"
"hydroxychloroquine",10528
"remdesivir",2641
"fentanyl",2593
"chlorine dioxide",1619
"azithromycin",1314
"budesonide",334
"dexamethasone",262
"chloroquine",210
"ivermectin",176
"doxycycline",131
"levofloxacin",103
"fenofibrate",60
"ketamine",36
"activated charcoal",35
"methadone",29
"favipiravir",25
"ibuprofen",25
"vigabatrin",21
"lopinavir",18
"ritonavir",17
"ifenprodil",15
"kava",13
"cannabidiol",12
"famotidine",12
"quercetin",12
"glutathione",11
"tramadol",11
"amiodarone",10
"baricitinib",10
"quinine",10
"dopamine",9
"naloxone",8
"penicillin",8
"glyphosate",7
"prednisone",7
"ribavirin",7
"selinexor",7
"formaldehyde",6
"guanidine",6
"lidocaine",6
"atorvastatin",5
"buprenorphine",5
"esketamine",5
"fostamatinib",5
"fructose",5
"s-23",5
"tenofovir",5
"colchicine",4
"dipyridamole",4
"metformin",4
"methylprednisolone",4
"oleandrin",4
"thalidomide",4
"acalabrutinib",3
"acetaminophen",3
"aldosterone",3
"amlodipine",3
"codeine",3
"losartan",3
"methotrexate",3
"nitrous oxide",3
"potassium",3
"rigosertib",3
"ronnel",3
"sofosbuvir",3
"tafenoquine",3
"thiamine",3
"adenosine",2
"arginine",2
"artemisinin",2
"bedaquiline",2
"boceprevir",2
"cisatracurium",2
"clarithromycin",2
"cobicistat",2
"curcumin",2
"daclatasvir",2
"dantrolene",2
"darunavir",2
"dextromethorphan",2
"duvelisib",2
"emtricitabine",2
"epigallocatechin",2
"forskolin",2
"galidesivir",2
"indomethacin",2
"mefloquine",2
"merimepodib",2
"mifepristone",2
"mmda",2
"nelfinavir",2
"niacin",2
"oseltamivir",2
"pentoxifylline",2
"ramipril",2
"resveratrol",2
"rhein",2
"sulfamethoxazole",2
"sulforaphane",2
"talopram",2
"tempol",2
"titanium dioxide",2
"tofacitinib",2
"trimethoprim",2
"zidovudine",2
"alanine",1
"allantoin",1
"almitrine",1
"amoxicillin",1
"angiotensin 1-7",1
"angiotensin ii",1
"apilimod",1
"apixaban",1
"aprepitant",1
"argatroban",1
"aspartame",1
"astaxanthin",1
"azathioprine",1
"biotin",1
"boron",1
"bradykinin",1
"calcitriol",1
"camphor",1
"ceftriaxone",1
"cefuroxime",1
"celecoxib",1
"cesium",1
"cetirizine",1
"chlorhexidine",1
"chlorpromazine",1
"cholecalciferol",1
"clioquinol",1
"clonidine",1
"clozapine",1
"creatine",1
"dadle",1
"dexmedetomidine",1
"diazepam",1
"dolutegravir",1
"donepezil",1
"ebpc",1
"echothiophate",1
"encorafenib",1
"ergocalciferol",1
"erythromycin",1
"febuxostat",1
"flaviolin",1
"fluticasone",1
"gabapentin",1
"hydromorphone",1
"hydroquinone",1
"ibrutinib",1
"indium",1
"inulin",1
"ketanserin",1
"levodopa",1
"lisinopril",1
"magnesium sulfate",1
"manganese",1
"megestrol",1
"megestrol acetate",1
"meldonium",1
"methylcobalamin",1
"metoclopramide",1
"metoprolol",1
"mitoxantrone",1
"montelukast",1
"nafamostat",1
"niclosamide",1
"nicotinamide",1
"nitrofurantoin",1
"nitroglycerin",1
"omeprazole",1
"oxycodone",1
"oxymetazoline",1
"piperacillin",1
"proline",1
"propofol",1
"raloxifene",1
"ribose",1
"rifapentine",1
"rupatadine",1
"rutin",1
"ruxolitinib",1
"sodium acetate",1
"squalene",1
"tamoxifen",1
"tazobactam",1
"tyramine",1
"tyrosine",1
"urea",1
"vincristine",1
"vs-5584",1
"warfarin",1
