"Drug","11-11-2021"
"ivermectin",1539
"remdesivir",412
"ritonavir",289
"dexamethasone",152
"fluvoxamine",118
"hydroxychloroquine",114
"tromethamine",94
"quercetin",87
"prednisone",36
"midazolam",30
"fentanyl",26
"azithromycin",20
"penicillin",19
"thalidomide",15
"ibuprofen",13
"actemra",12
"creatine",12
"talopram",12
"chloroquine",11
"potassium",11
"vincristine",11
"cefepime",10
"ketamine",10
"aviptadil",9
"leronlimab",9
"cetylpyridinium",8
"budesonide",6
"mmda",6
"arginine",5
"atorvastatin",5
"doxycycline",5
"fluoxetine",5
"baricitinib",3
"berberine",3
"cannabidiol",3
"favipiravir",3
"glutathione",3
"methadone",3
"methotrexate",3
"niacin",3
"nitazoxanide",3
"pioglitazone",3
"potassium chloride",3
"retinol",3
"tenofovir",3
"up5",3
"andrographolide",2
"astaxanthin",2
"bucillamine",2
"ciclesonide",2
"colchicine",2
"estradiol",2
"finasteride",2
"fingolimod",2
"fructose",2
"galidesivir",2
"histidine",2
"hydrocortisone",2
"isoquercetin",2
"leucine",2
"nafamostat",2
"naloxone",2
"oxycodone",2
"prednisolone",2
"proline",2
"propofol",2
"thiamine",2
"alfentanil",1
"allicin",1
"angiotensin ii",1
"apn01",1
"aspartame",1
"boceprevir",1
"bradykinin",1
"cadmium",1
"calcitriol",1
"camostat",1
"cannabinol",1
"cholecalciferol",1
"clobetasol",1
"clotrimazole",1
"curcumin",1
"daidzein",1
"dasatinib",1
"dopamine",1
"ehna",1
"famotidine",1
"fexofenadine",1
"fluocinolone",1
"forskolin",1
"gadolinium",1
"glycine",1
"hydroxyzine",1
"icosapent",1
"icosapent ethyl",1
"imodium",1
"indium",1
"indole",1
"ivabradine",1
"kava",1
"l-glutamine",1
"lopinavir",1
"lorazepam",1
"malic",1
"methylcobalamin",1
"methylprednisolone",1
"micafungin",1
"navitoclax",1
"nintedanib",1
"oseltamivir",1
"phosphorus",1
"piperine",1
"pirfenidone",1
"pregabalin",1
"puerarin",1
"quinine",1
"rhein",1
"riboflavin",1
"rutin",1
"s-23",1
"salbutamol",1
"semaglutide",1
"sertraline",1
"sulfasalazine",1
"sumatriptan",1
"taurine",1
"tiotropium",1
"toluene",1
"urea",1
"valine",1
"vancomycin",1
"warfarin",1
"zanamivir",1
