"Drug","12-06-2020"
"ivermectin",554
"hydroxychloroquine",503
"remdesivir",274
"azithromycin",238
"quercetin",72
"aviptadil",60
"chloroquine",59
"baricitinib",50
"oleandrin",49
"glyphosate",44
"ketamine",41
"dexamethasone",39
"fentanyl",35
"squalene",31
"thalidomide",25
"leronlimab",24
"ibuprofen",22
"chlorine dioxide",18
"lopinavir",15
"metformin",14
"capsaicin",11
"fluvoxamine",10
"calcium ascorbate",9
"quinine",9
"catechin",8
"ribavirin",8
"niacin",7
"nitazoxanide",7
"prednisone",7
"warfarin",7
"famotidine",6
"calcifediol",5
"doxycycline",5
"favipiravir",5
"penicillin",5
"aldosterone",4
"aspartame",4
"cafedrine",4
"cannabidiol",4
"estradiol",4
"formaldehyde",4
"methadone",4
"ritonavir",4
"talopram",4
"acetaminophen",3
"allicin",3
"cidofovir",3
"cyclosporine",3
"cyproheptadine",3
"cysteine",3
"dopamine",3
"malic",3
"naproxen",3
"nitrous oxide",3
"nitrous-oxide",3
"potassium",3
"proline",3
"s-23",3
"acetazolamide",2
"amantadine",2
"artemisinin",2
"artesunate",2
"ciclesonide",2
"creatine",2
"deflazacort",2
"dextromethorphan",2
"dipyridamole",2
"gabapentin",2
"ifenprodil",2
"mirin",2
"niclosamide",2
"oseltamivir",2
"pentoxifylline",2
"phosphorus",2
"quetiapine",2
"resveratrol",2
"rhein",2
"ruxolitinib",2
"sildenafil",2
"thimerosal",2
"acetylcholine",1
"actemra",1
"activated charcoal",1
"alanine",1
"amphetamine",1
"anandamide",1
"antipain",1
"astaxanthin",1
"beclometasone",1
"boron",1
"bortezomib",1
"bromhexine",1
"budesonide",1
"buprenorphine",1
"carnosine",1
"ceftriaxone",1
"cholecalciferol",1
"clonidine",1
"colchicine",1
"curcumin",1
"disulfiram",1
"fluorouracil",1
"fostamatinib",1
"galidesivir",1
"guaifenesin",1
"hyaluronic",1
"imodium",1
"indium",1
"indole",1
"itraconazole",1
"kava",1
"ketotifen",1
"levodopa",1
"loperamide",1
"losartan",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"metoprolol",1
"midazolam",1
"mmda",1
"moxidectin",1
"nafamostat",1
"nelfinavir",1
"nimodipine",1
"olaparib",1
"ondansetron",1
"pregabalin",1
"progesterone",1
"propranolol",1
"ractopamine",1
"ranitidine",1
"ronnel",1
"sarilumab",1
"selamectin",1
"sertraline",1
"spiramycin",1
"strychnine",1
"temozolomide",1
"tetrandrine",1
"titanium dioxide",1
"toluene",1
"urea",1
"vancomycin",1
"venlafaxine",1
"vilanterol",1
"vincristine",1
