"Drug","11-02-2021"
"ivermectin",2560
"hydroxychloroquine",1006
"fluvoxamine",508
"azithromycin",457
"remdesivir",162
"quercetin",122
"cyproheptadine",89
"tromethamine",84
"midazolam",63
"fentanyl",55
"thalidomide",41
"methadone",40
"dexamethasone",36
"ciclesonide",25
"ibuprofen",24
"aviptadil",23
"chloroquine",20
"nitazoxanide",18
"baricitinib",17
"s-23",17
"budesonide",15
"emricasan",14
"bucillamine",12
"potassium",10
"prednisone",10
"ritonavir",10
"niacin",8
"talopram",8
"vincristine",8
"colchicine",7
"curcumin",6
"fostamatinib",6
"mmda",6
"potassium chloride",6
"acetaminophen",5
"angiotensin ii",5
"dopamine",5
"ketamine",5
"apabetalone",4
"codeine",4
"doxycycline",4
"kava",4
"proline",4
"artemisinin",3
"glutathione",3
"losartan",3
"nitrite",3
"penicillin",3
"tempol",3
"up5",3
"amoxicillin",2
"arginine",2
"artesunate",2
"bromhexine",2
"chlorine dioxide",2
"cysteine",2
"estradiol",2
"flunarizine",2
"isoquercetin",2
"lidocaine",2
"misoprostol",2
"naloxone",2
"quinine",2
"rutin",2
"tofacitinib",2
"acetylcysteine",1
"adenine",1
"adenosine",1
"aldosterone",1
"aluminum hydroxide",1
"amlodipine",1
"antipain",1
"atorvastatin",1
"benzodiazepine",1
"berberine",1
"beta carotene",1
"betahistine",1
"bleomycin",1
"buprenorphine",1
"camostat",1
"cannabidiol",1
"cannabinol",1
"carbamazepine",1
"cinnarizine",1
"ciprofloxacin",1
"clarithromycin",1
"dabigatran",1
"epinephrine",1
"escitalopram",1
"fluoxetine",1
"formaldehyde",1
"forskolin",1
"fructose",1
"glucoraphanin",1
"glyphosate",1
"guanine",1
"haloperidol",1
"histidine",1
"imatinib",1
"isoleucine",1
"ivabradine",1
"lansoprazole",1
"letrozole",1
"leucine",1
"levothyroxine",1
"luteolin",1
"maraviroc",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"metformin",1
"methotrexate",1
"nafamostat",1
"naltrexone",1
"olanzapine",1
"posaconazole",1
"potassium nitrate",1
"pyronaridine",1
"ribavirin",1
"risdiplam",1
"rivaroxaban",1
"sofosbuvir",1
"sorbitol",1
"telmisartan",1
"thiamine",1
"thimerosal",1
"tramadol",1
"valine",1
"zidovudine",1
