"Drug","11-19-2020"
"hydroxychloroquine",311
"remdesivir",282
"azithromycin",171
"ivermectin",137
"quercetin",116
"thalidomide",88
"baricitinib",77
"dexamethasone",73
"actemra",72
"leronlimab",56
"aviptadil",51
"chloroquine",51
"fluvoxamine",49
"ibuprofen",30
"quinine",30
"fentanyl",28
"oleandrin",24
"cetylpyridinium",16
"chlorine dioxide",15
"talopram",12
"favipiravir",11
"lopinavir",11
"ketamine",10
"oxymetazoline",9
"cholecalciferol",8
"progesterone",8
"ritonavir",8
"antimony",7
"colchicine",7
"curcumin",7
"glutathione",7
"niacin",7
"calcifediol",6
"ropivacaine",6
"squalene",6
"budesonide",5
"codeine",5
"famotidine",5
"ifenprodil",5
"methadone",5
"methylprednisolone",5
"raloxifene",5
"s-23",5
"tramadol",5
"ambroxol",4
"fluoxetine",4
"galidesivir",4
"glyphosate",4
"naproxen",4
"prednisone",4
"ronnel",4
"sulfasalazine",4
"bradykinin",3
"bromhexine",3
"doxycycline",3
"estradiol",3
"formaldehyde",3
"fostamatinib",3
"midodrine",3
"phosphorus",3
"thiamine",3
"vancomycin",3
"acalabrutinib",2
"acetaminophen",2
"adenosine",2
"artemisinin",2
"astaxanthin",2
"biotin",2
"bucillamine",2
"buspirone",2
"camostat",2
"cetirizine",2
"crocin",2
"cyproheptadine",2
"diazepam",2
"dipyridamole",2
"dutasteride",2
"folic",2
"gentamicin",2
"ipratropium",2
"ivabradine",2
"metformin",2
"milrinone",2
"mirin",2
"naloxone",2
"omeprazole",2
"penicillin",2
"potassium",2
"proline",2
"propranolol",2
"strychnine",2
"tempol",2
"vincristine",2
"warfarin",2
"amantadine",1
"aminophylline",1
"anandamide",1
"aniline",1
"apixaban",1
"artesunate",1
"atorvastatin",1
"berberine",1
"boceprevir",1
"boron",1
"buprenorphine",1
"cafedrine",1
"calcium ascorbate",1
"cannabidiol",1
"ceftriaxone",1
"choline",1
"clemastine",1
"clofoctol",1
"coenzyme a",1
"creatine",1
"cysteine",1
"deflazacort",1
"dextromethorphan",1
"diacerein",1
"dicyclomine",1
"dopamine",1
"ebselen",1
"epoprostenol",1
"etomidate",1
"finasteride",1
"fructose",1
"gemcitabine",1
"genistein",1
"guanosine",1
"hypochlorous",1
"icosapent",1
"icosapent ethyl",1
"indole",1
"indomethacin",1
"inosine",1
"isoflavone",1
"kava",1
"l-lysine",1
"lansoprazole",1
"levetiracetam",1
"levodopa",1
"levofloxacin",1
"liothyronine",1
"loperamide",1
"lorazepam",1
"losartan",1
"maraviroc",1
"megestrol",1
"megestrol acetate",1
"methotrexate",1
"metoprolol",1
"montelukast",1
"narlaprevir",1
"nitroglycerin",1
"oseltamivir",1
"oxazepam",1
"piperine",1
"promethazine",1
"pyronaridine",1
"ramipril",1
"rhein",1
"ribavirin",1
"rivaroxaban",1
"sarilumab",1
"sertraline",1
"sirolimus",1
"sodium chlorite",1
"spironolactone",1
"stanozolol",1
"telaprevir",1
"thimerosal",1
"tofacitinib",1
"trazodone",1
"triclosan",1
"umifenovir",1
"urea",1
"venlafaxine",1
