"Drug","02-15-2021"
"ivermectin",2468
"calcifediol",913
"hydroxychloroquine",409
"chloroquine",117
"azithromycin",63
"doxycycline",63
"niclosamide",61
"remdesivir",59
"lopinavir",58
"ritonavir",55
"dexamethasone",37
"fentanyl",37
"quercetin",36
"bromhexine",26
"ribavirin",26
"budesonide",24
"ambroxol",23
"leronlimab",22
"arecoline",21
"camostat",21
"ivabradine",21
"vincristine",21
"estradiol",19
"penicillin",18
"ibuprofen",17
"quinine",14
"niacin",12
"chlorine dioxide",11
"artemisinin",10
"artesunate",9
"colchicine",9
"favipiravir",9
"pyronaridine",9
"amodiaquine",8
"glyphosate",8
"streptomycin",8
"fluoxetine",7
"fluvoxamine",7
"mmda",7
"propofol",7
"sarilumab",7
"thalidomide",7
"dexmedetomidine",6
"dopamine",6
"methotrexate",6
"salbutamol",6
"actemra",4
"apilimod",4
"clarithromycin",4
"dutasteride",4
"methadone",4
"midazolam",4
"pizotifen",4
"simvastatin",4
"spironolactone",4
"arginine",3
"bedaquiline",3
"capsaicin",3
"cysteine",3
"galidesivir",3
"ganglioside",3
"montelukast",3
"neodymium",3
"plinabulin",3
"riboflavin",3
"acetaminophen",2
"aldosterone",2
"aviptadil",2
"berberine",2
"bucillamine",2
"famotidine",2
"indomethacin",2
"ketamine",2
"loratadine",2
"methylprednisolone",2
"naldemedine",2
"nitazoxanide",2
"potassium",2
"rutin",2
"s-23",2
"talopram",2
"thiamine",2
"umifenovir",2
"acetylcholine",1
"acrivastine",1
"activated charcoal",1
"alisporivir",1
"amlodipine",1
"amphetamine",1
"ampicillin",1
"antipain",1
"astaxanthin",1
"baricitinib",1
"benzodiazepine",1
"cannabidiol",1
"catechin",1
"cefepime",1
"cinanserin",1
"codeine",1
"creatine",1
"creatinine",1
"crocin",1
"curcumin",1
"cyclosporine",1
"daunorubicin",1
"enzalutamide",1
"epigallocatechin",1
"folic",1
"formaldehyde",1
"hydrogen fluoride",1
"hypochlorous",1
"kava",1
"l-lysine",1
"megestrol",1
"megestrol acetate",1
"metformin",1
"omeprazole",1
"oseltamivir",1
"phosphorus",1
"phthalocyanine",1
"potassium chloride",1
"prednisolone",1
"prednisone",1
"prochlorperazine",1
"resveratrol",1
"rhein",1
"rivaroxaban",1
"rocuronium",1
"siltuximab",1
"tempol",1
"teriflunomide",1
"thapsigargin",1
"toluene",1
"tramadol",1
"vanadium",1
