"Drug","01-29-2023"
"fentanyl",349
"ivermectin",195
"hydroxychloroquine",100
"midazolam",97
"s-23",53
"quercetin",48
"fluvoxamine",31
"arginine",13
"metformin",12
"guanfacine",11
"thalidomide",11
"doxycycline",10
"chloroquine",9
"azithromycin",8
"ritonavir",8
"curcumin",7
"vincristine",6
"clindamycin",5
"dasatinib",5
"dexamethasone",5
"ibuprofen",5
"warfarin",5
"bucillamine",4
"chlorine dioxide",4
"glutathione",4
"prednisone",4
"urea",4
"acetylcysteine",3
"amoxicillin",3
"budesonide",3
"dopamine",3
"glycine",3
"midodrine",3
"plitidepsin",3
"quinine",3
"acetaminophen",2
"berberine",2
"cetirizine",2
"choline",2
"loratadine",2
"niacin",2
"niclosamide",2
"nicotinamide",2
"nitrous oxide",2
"tamoxifen",2
"thiamine",2
"2,4-dinitrophenol",1
"acetylcholine",1
"amitriptyline",1
"angiotensin ii",1
"apixaban",1
"aviptadil",1
"baricitinib",1
"bosutinib",1
"buprenorphine",1
"camphor",1
"cefixime",1
"cetylpyridinium",1
"chlorhexidine",1
"clonidine",1
"codeine",1
"colchicine",1
"cysteine",1
"epinephrine",1
"famotidine",1
"fludrocortisone",1
"fructose",1
"hydrocodone",1
"imatinib",1
"inosine",1
"ivabradine",1
"ketotifen",1
"magnesium chloride",1
"methylcobalamin",1
"metoprolol",1
"metronidazole",1
"minocycline",1
"molybdenum",1
"pantoprazole",1
"proline",1
"salmeterol",1
"sildenafil",1
"tetracycline",1
"tetrahydropyran",1
"tramadol",1
"trehalose",1
"vancomycin",1
