"Drug","06-26-2022"
"ivermectin",191
"hydroxychloroquine",41
"fentanyl",32
"amitriptyline",28
"gabapentin",28
"quercetin",22
"ibuprofen",11
"chloroquine",10
"methotrexate",9
"azithromycin",8
"famotidine",6
"glutathione",6
"ketamine",6
"tryptophan",6
"midazolam",4
"niacin",4
"thalidomide",4
"codeine",3
"dopamine",3
"doxycycline",3
"fluvoxamine",3
"methylprednisolone",3
"s-23",3
"talopram",3
"thiamine",3
"acetaminophen",2
"budesonide",2
"cannabidiol",2
"dexamethasone",2
"metformin",2
"mifepristone",2
"montelukast",2
"naloxone",2
"prednisone",2
"promethazine",2
"ritonavir",2
"sertraline",2
"vincristine",2
"acyclovir",1
"aldosterone",1
"aprepitant",1
"arginine",1
"aviptadil",1
"beta carotene",1
"bromhexine",1
"cetylpyridinium",1
"chlorhexidine",1
"cladribine",1
"clopidogrel",1
"clozapine",1
"colchicine",1
"cysteine",1
"fluoxetine",1
"guaifenesin",1
"imatinib",1
"lenvatinib",1
"levocetirizine",1
"maraviroc",1
"modafinil",1
"nitazoxanide",1
"phenol",1
"pregabalin",1
"progesterone",1
"quetiapine",1
"quinine",1
"resveratrol",1
"rutin",1
"salbutamol",1
"suramin",1
