"Drug","09-25-2020"
"favipiravir",56
"quercetin",30
"chlorine dioxide",22
"benzodiazepine",8
"fluticasone",7
"antimony",4
"resveratrol",4
"vanadium",4
"enzalutamide",2
"nicotinamide",2
"abivertinib",1
"acetylcholine",1
"ambroxol",1
"aniline",1
"artemisinin",1
"camostat",1
"dadle",1
"dimethyl fumarate",1
"dolutegravir",1
"forskolin",1
"hydroxycholesterol",1
"imidazole",1
"megestrol",1
"neodymium",1
"niclosamide",1
"nimesulide",1
"oleandrin",1
"phenol",1
"resiniferatoxin",1
"risdiplam",1
"s-23",1
"semaglutide",1
"sofosbuvir",1
"tetrandrine",1
