"Drug","12-04-2021"
"ivermectin",1774
"remdesivir",522
"hydroxychloroquine",152
"quercetin",131
"fluoxetine",73
"fentanyl",68
"fluvoxamine",67
"baricitinib",62
"dexamethasone",21
"ibuprofen",21
"calcifediol",20
"midazolam",20
"trazodone",20
"budesonide",19
"artemisinin",17
"chloroquine",16
"suramin",13
"penicillin",12
"azithromycin",10
"thalidomide",9
"apixaban",6
"curcumin",6
"favipiravir",6
"prednisone",6
"amoxicillin",5
"clopidogrel",5
"doxycycline",5
"leronlimab",5
"spironolactone",5
"tromethamine",5
"warfarin",5
"aldosterone",4
"amantadine",4
"estradiol",4
"ketamine",4
"niacin",4
"potassium",4
"quinine",4
"colchicine",3
"glutathione",3
"tramadol",3
"vancomycin",3
"vincristine",3
"acetaminophen",2
"boron",2
"enzalutamide",2
"fructose",2
"hydroquinone",2
"ivabradine",2
"l-lysine",2
"lidocaine",2
"lisinopril",2
"metformin",2
"methadone",2
"mirtazapine",2
"naltrexone",2
"rapamycin",2
"resveratrol",2
"ritonavir",2
"thiamine",2
"varenicline",2
"actemra",1
"alanine",1
"aluminum hydroxide",1
"ambroxol",1
"andrographolide",1
"antipain",1
"arginine",1
"astaxanthin",1
"berberine",1
"biotin",1
"brazilin",1
"buspirone",1
"cannabidiol",1
"cephalexin",1
"chloramphenicol",1
"chlorine dioxide",1
"cholecalciferol",1
"chromium",1
"ciclesonide",1
"clonidine",1
"creatine",1
"dabigatran",1
"dapagliflozin",1
"dopamine",1
"ebselen",1
"ephedrine",1
"famotidine",1
"fingolimod",1
"fludrocortisone",1
"gliclazide",1
"guaifenesin",1
"hyaluronic",1
"imodium",1
"isoquercetin",1
"leucine",1
"maraviroc",1
"methylprednisolone",1
"methylprednisone",1
"montelukast",1
"niclosamide",1
"ondansetron",1
"oxycodone",1
"pg-9",1
"pitolisant",1
"potassium chloride",1
"proline",1
"propranolol",1
"pseudoephedrine",1
"rutin",1
"s-23",1
"sodium hydroxide",1
"squalamine",1
"squalene",1
"talopram",1
"xanthine",1
