"Drug","04-12-2020"
"hydroxychloroquine",9891
"chloroquine",1688
"azithromycin",1422
"remdesivir",1351
"fentanyl",120
"ibuprofen",97
"quinine",90
"ritonavir",89
"favipiravir",72
"galidesivir",65
"penicillin",63
"camostat",61
"leronlimab",60
"nafamostat",56
"glyphosate",54
"ivermectin",53
"ambroxol",51
"amoxicillin",51
"lopinavir",51
"s-23",39
"metformin",26
"doxycycline",24
"bradykinin",23
"quercetin",23
"actemra",22
"capsaicin",19
"potassium",18
"tenofovir",15
"lofepramine",13
"camphor",11
"ribavirin",11
"prednisone",10
"methadone",9
"apn01",8
"clozapine",8
"ruxolitinib",8
"sofosbuvir",8
"acetazolamide",7
"erythromycin",7
"mefloquine",7
"chlorine dioxide",6
"ciclesonide",6
"niclosamide",6
"ropivacaine",6
"selinexor",6
"thiamine",6
"adenosine",5
"codeine",5
"dexamethasone",5
"dopamine",5
"icatibant",5
"losartan",5
"nelfinavir",5
"rapamycin",5
"warfarin",5
"citalopram",4
"creatinine",4
"cyclophosphamide",4
"glutathione",4
"ketamine",4
"lisinopril",4
"manganese",4
"midazolam",4
"mmda",4
"naloxone",4
"thalidomide",4
"urea",4
"amiloride",3
"argatroban",3
"arginine",3
"atropine",3
"bafilomycin a1",3
"baricitinib",3
"clarithromycin",3
"colchicine",3
"diazepam",3
"formaldehyde",3
"glycine",3
"ifenprodil",3
"kava",3
"l-lysine",3
"methotrexate",3
"montelukast",3
"potassium chloride",3
"prostaglandin",3
"rivaroxaban",3
"tramadol",3
"acetaminophen",2
"alanine",2
"angiotensin ii",2
"artemisinin",2
"asparagine",2
"aspartame",2
"azathioprine",2
"cannabidiol",2
"chloroxylenol",2
"chlorpheniramine",2
"digitoxin",2
"ebselen",2
"emodin",2
"fondaparinux",2
"fructose",2
"gabapentin",2
"guanine",2
"lidocaine",2
"malic",2
"meropenem",2
"methylprednisolone",2
"minocycline",2
"nifedipine",2
"nitrous oxide",2
"nitrous-oxide",2
"pancuronium",2
"pentobarbital",2
"piperacillin",2
"resveratrol",2
"sildenafil",2
"thiopental",2
"tryptophan",2
"umifenovir",2
"acyclovir",1
"aldosterone",1
"alfentanil",1
"alprostadil",1
"amiodarone",1
"astaxanthin",1
"atorvastatin",1
"azauridine",1
"benzodiazepine",1
"beta carotene",1
"buprenorphine",1
"carvedilol",1
"ceftriaxone",1
"cisatracurium",1
"cisplatin",1
"citrulline",1
"clenbuterol",1
"clindamycin",1
"clonazepam",1
"clopidogrel",1
"crocin",1
"curcumin",1
"cyclizine",1
"cyclosporine",1
"cysteine",1
"daclatasvir",1
"dantrolene",1
"detomidine",1
"dextromethorphan",1
"dimethyltryptamine",1
"ec-18",1
"elexacaftor",1
"emetine",1
"epinephrine",1
"eucalyptol",1
"eugenol",1
"favilavir",1
"flaviolin",1
"furosemide",1
"guaifenesin",1
"hesperidin",1
"homoharringtonine",1
"hydroquinone",1
"imatinib",1
"inositol",1
"isoquercetin",1
"itraconazole",1
"ivacaftor",1
"letrozole",1
"levodopa",1
"levonorgestrel",1
"meloxicam",1
"metronidazole",1
"milrinone",1
"mirin",1
"misoprostol",1
"naproxen",1
"niobium",1
"oxycodone",1
"ozanimod",1
"paraoxon",1
"pentolinium",1
"phenylephrine",1
"phosphorus",1
"pidotimod",1
"pirfenidone",1
"prazosin",1
"procaine",1
"proline",1
"propofol",1
"prussian blue",1
"riboflavin",1
"rifampicin",1
"sarilumab",1
"sodium chlorite",1
"sodium hydroxide",1
"talopram",1
"telmisartan",1
"terbutaline",1
"tezacaftor",1
"theobromine",1
"theophylline",1
"threonine",1
"thymol",1
"tofacitinib",1
"trenbolone",1
"urethane",1
"ursodeoxycholic",1
"valine",1
"vincristine",1
