"Drug","05-08-2020"
"hydroxychloroquine",15300
"remdesivir",4989
"chloroquine",2919
"azithromycin",335
"baricitinib",130
"favipiravir",97
"fentanyl",96
"quinine",89
"ivermectin",80
"ritonavir",74
"lopinavir",73
"methadone",59
"ribavirin",46
"quercetin",45
"chlorine dioxide",39
"famotidine",37
"ibuprofen",36
"ketamine",26
"curcumin",18
"fingolimod",18
"naloxone",18
"naltrexone",15
"progesterone",15
"resveratrol",15
"squalene",12
"boceprevir",10
"selinexor",10
"buprenorphine",9
"formaldehyde",9
"artemisinin",8
"cannabidiol",8
"clopidogrel",8
"glutathione",8
"penicillin",7
"potassium",7
"prednisone",7
"thalidomide",7
"camostat",6
"capsaicin",6
"carmofur",6
"colchicine",6
"dextromethorphan",6
"galidesivir",6
"chlorpromazine",5
"doxycycline",5
"finasteride",5
"methylprednisolone",5
"niclosamide",5
"riboflavin",5
"ascorbyl-palmitate",4
"camphor",4
"hesperidin",4
"levodopa",4
"losartan",4
"naproxen",4
"nitazoxanide",4
"propofol",4
"s-23",4
"telmisartan",4
"vancomycin",4
"adenine",3
"aldosterone",3
"boron",3
"chromium",3
"cladribine",3
"creatine",3
"cysteine",3
"dopamine",3
"erythromycin",3
"imatinib",3
"indomethacin",3
"metformin",3
"nafamostat",3
"niacin",3
"rivaroxaban",3
"thiamine",3
"urea",3
"vanadium",3
"abacavir",2
"acetaminophen",2
"acetylcysteine",2
"activated charcoal",2
"alisporivir",2
"antimony",2
"argatroban",2
"aspartame",2
"cholecalciferol",2
"ciclesonide",2
"cyclosporine",2
"estradiol",2
"forskolin",2
"gadolinium",2
"glycine",2
"ibrutinib",2
"lisinopril",2
"lofepramine",2
"magnesium stearate",2
"mifepristone",2
"minocycline",2
"mmda",2
"neodymium",2
"olmesartan",2
"phosphorus",2
"ramipril",2
"sertraline",2
"simeprevir",2
"tamoxifen",2
"warfarin",2
"adenosine",1
"alanine",1
"amantadine",1
"amiodarone",1
"amlodipine",1
"amphetamine",1
"apigenin",1
"apixaban",1
"arginine",1
"bacitracin",1
"benzodiazepine",1
"beta carotene",1
"betacetylmethadol",1
"bradykinin",1
"bupivacaine",1
"cafedrine",1
"calcitriol",1
"cesium",1
"chlorpheniramine",1
"choline",1
"cisatracurium",1
"citicoline",1
"cloxacillin",1
"codeine",1
"creatinine",1
"cytidine",1
"dantrolene",1
"dapagliflozin",1
"datp",1
"diazepam",1
"diethylstilbestrol",1
"disulfiram",1
"dorzolamide",1
"efavirenz",1
"emtricitabine",1
"enzalutamide",1
"ephedrine",1
"epinephrine",1
"eugenol",1
"fructose",1
"glyphosate",1
"hydroquinone",1
"ibudilast",1
"ifenprodil",1
"ipratropium",1
"l-glutamine",1
"lidocaine",1
"luteolin",1
"manganese",1
"mefloquine",1
"midodrine",1
"misoprostol",1
"montelukast",1
"nintedanib",1
"oseltamivir",1
"osimertinib",1
"ozagrel",1
"paroxetine",1
"phosphocreatine",1
"piclidenoson",1
"primaquine",1
"quetiapine",1
"rifampicin",1
"ruxolitinib",1
"sirolimus",1
"spironolactone",1
"squalamine",1
"streptomycin",1
"tacrolimus",1
"talopram",1
"taurine",1
"tenofovir",1
"theobromine",1
"theophylline",1
"troriluzole",1
"tryptophan",1
"valganciclovir",1
"verapamil",1
"vincristine",1
