"Drug","07-21-2022"
"ivermectin",1946
"hydroxychloroquine",179
"fentanyl",98
"quercetin",41
"nintedanib",37
"ibuprofen",25
"potassium chloride",21
"dopamine",17
"ritonavir",17
"chloroquine",12
"dexamethasone",11
"naltrexone",9
"bucillamine",8
"thalidomide",8
"glyphosate",6
"imatinib",6
"midazolam",6
"s-23",6
"artesunate",5
"curcumin",5
"desmopressin",5
"diazepam",5
"niacin",5
"tromethamine",5
"arginine",4
"calcifediol",4
"scopolamine",4
"talopram",4
"acetazolamide",3
"berberine",3
"famotidine",3
"ketamine",3
"lopinavir",3
"maraviroc",3
"prednisone",3
"aceclofenac",2
"amoxicillin",2
"colchicine",2
"crocin",2
"cytisine",2
"fluoxetine",2
"loratadine",2
"nicotinamide",2
"quinine",2
"titanium dioxide",2
"activated charcoal",1
"ambroxol",1
"amlodipine",1
"aripiprazole",1
"baricitinib",1
"biotin",1
"bromhexine",1
"buprenorphine",1
"cannabidiol",1
"carbamazepine",1
"cetirizine",1
"chlorhexidine",1
"creatine",1
"cysteine",1
"desipramine",1
"dipyridamole",1
"famciclovir",1
"favipiravir",1
"fenbendazole",1
"formaldehyde",1
"gabapentin",1
"glutathione",1
"guanine",1
"inosine",1
"inulin",1
"kava",1
"ketotifen",1
"l-lysine",1
"lamotrigine",1
"lurasidone",1
"megestrol acetate",1
"meloxicam",1
"methylprednisolone",1
"mometasone",1
"naloxone",1
"niclosamide",1
"nimesulide",1
"nitrous oxide",1
"nizatidine",1
"norethisterone",1
"omeprazole",1
"ornithine",1
"oxycodone",1
"phenobarbital",1
"pholcodine",1
"pitavastatin",1
"propofol",1
"propranolol",1
"pseudoephedrine",1
"remifentanil",1
"resveratrol",1
"rosuvastatin",1
"ruxolitinib",1
"salbutamol",1
"thiamine",1
"trazodone",1
"trehalose",1
"vancomycin",1
"verdinexor",1
"vincristine",1
