"Drug","05-08-2021"
"ivermectin",3661
"remdesivir",3037
"dexamethasone",315
"ibuprofen",246
"hydroxychloroquine",197
"epinephrine",194
"creatine",180
"methylprednisolone",178
"prednisone",172
"prednisolone",109
"azithromycin",88
"actemra",83
"bv2",77
"chloroquine",71
"quercetin",62
"favipiravir",61
"promethazine",61
"leronlimab",44
"amphotericin b",41
"baricitinib",32
"doxycycline",26
"fentanyl",24
"fluvoxamine",18
"budesonide",16
"arginine",15
"propiolactone",14
"codeine",13
"cyclophosphamide",13
"levodopa",12
"cimetidine",11
"estradiol",11
"niacin",11
"nitrous oxide",10
"nitrous-oxide",10
"s-23",10
"artesunate",9
"camostat",9
"curcumin",8
"glutathione",7
"tofacitinib",7
"d-glucose",6
"glyphosate",6
"imatinib",6
"proline",6
"sarilumab",6
"acetaminophen",5
"ambroxol",5
"bromhexine",5
"metformin",5
"ropivacaine",5
"amodiaquine",4
"calcifediol",4
"camphor",4
"cyproheptadine",4
"formaldehyde",4
"methylthioninium",4
"penicillin",4
"posaconazole",4
"potassium",4
"thalidomide",4
"2-deoxyglucose",3
"bafilomycin a1",3
"catechin",3
"cyclosporine",3
"dopamine",3
"epigallocatechin",3
"ketamine",3
"methadone",3
"montelukast",3
"nafamostat",3
"niclosamide",3
"pyronaridine",3
"quinine",3
"spironolactone",3
"telmisartan",3
"warfarin",3
"acetylcholine",2
"aldosterone",2
"amiodarone",2
"amoxicillin",2
"astaxanthin",2
"aviptadil",2
"cefoperazone",2
"chlorine dioxide",2
"colchicine",2
"crocin",2
"dextromethorphan",2
"fingolimod",2
"fructose",2
"hydroxyzine",2
"isavuconazole",2
"lopinavir",2
"methotrexate",2
"naloxone",2
"nitazoxanide",2
"ritonavir",2
"rivaroxaban",2
"silmitasertib",2
"suramin",2
"tianeptine",2
"acetylcysteine",1
"activated charcoal",1
"alprazolam",1
"amantadine",1
"amphetamine",1
"andrographolide",1
"antipain",1
"apixaban",1
"atenolol",1
"atracurium",1
"azathioprine",1
"bendamustine",1
"benzylmorphine",1
"berberine",1
"bivalirudin",1
"bradykinin",1
"buprenorphine",1
"cadmium",1
"calcium chloride",1
"cetirizine",1
"chlorhexidine",1
"chromium",1
"ciclesonide",1
"citalopram",1
"citco",1
"clonazepam",1
"clopidogrel",1
"cytarabine",1
"diclofenac",1
"diphenhydramine",1
"doxorubicin",1
"erdosteine",1
"erythromycin",1
"fexofenadine",1
"fluconazole",1
"fluoxetine",1
"fostamatinib",1
"glycine",1
"hyaluronic",1
"hydrocodone",1
"hydrocortisone",1
"imodium",1
"indomethacin",1
"mebendazole",1
"megestrol",1
"megestrol acetate",1
"mesalazine",1
"naltrexone",1
"naproxen",1
"nintedanib",1
"norepinephrine",1
"olanzapine",1
"paclitaxel",1
"pantoprazole",1
"phenibut",1
"phosphorus",1
"pirfenidone",1
"prostaglandin",1
"rapamycin",1
"riboflavin",1
"rocuronium",1
"sertraline",1
"tetracycline",1
"vincristine",1
"zopiclone",1
