"Drug","12-05-2020"
"remdesivir",702
"ivermectin",526
"squalene",159
"baricitinib",119
"quercetin",69
"dexamethasone",64
"thalidomide",49
"leronlimab",41
"chloroquine",33
"aviptadil",28
"ketamine",28
"fentanyl",26
"favipiravir",24
"lopinavir",23
"ibuprofen",20
"cyclosporine",16
"niacin",16
"azithromycin",15
"chlorine dioxide",13
"metformin",13
"quinine",13
"fluvoxamine",12
"prednisone",12
"formaldehyde",10
"doxycycline",8
"famotidine",8
"budesonide",6
"penicillin",6
"potassium",6
"ritonavir",6
"artesunate",5
"dextromethorphan",5
"ribavirin",5
"spironolactone",5
"ambroxol",4
"bromhexine",4
"estradiol",4
"maraviroc",4
"nitazoxanide",4
"oleandrin",4
"sodium ascorbate",4
"biotin",3
"bradykinin",3
"colchicine",3
"diphenhydramine",3
"folic",3
"glutathione",3
"losartan",3
"naloxone",3
"rhein",3
"thimerosal",3
"vincristine",3
"warfarin",3
"acetylcholine",2
"aldosterone",2
"alfacalcidol",2
"azelastine",2
"berberine",2
"cafedrine",2
"calcifediol",2
"camphor",2
"cannabidiol",2
"citrulline",2
"clonazepam",2
"codeine",2
"curcumin",2
"dipyridamole",2
"dopamine",2
"forskolin",2
"hydroxyzine",2
"kava",2
"l-lysine",2
"malic",2
"mefloquine",2
"methotrexate",2
"nafamostat",2
"oseltamivir",2
"progesterone",2
"proline",2
"rapamycin",2
"resveratrol",2
"acalabrutinib",1
"acetaminophen",1
"acetazolamide",1
"acetylcysteine",1
"actemra",1
"aluminum oxide",1
"amoxicillin",1
"antipain",1
"apigenin",1
"apixaban",1
"arbaclofen",1
"artemisinin",1
"astaxanthin",1
"benzocaine",1
"benzonatate",1
"ceftriaxone",1
"clopidogrel",1
"creatine",1
"cyclobenzaprine",1
"dimercaprol",1
"duvelisib",1
"ephedrine",1
"ethambutol",1
"etifoxine",1
"fenretinide",1
"fisetin",1
"fostamatinib",1
"gentamicin",1
"gingerol",1
"glyphosate",1
"guanosine",1
"hesperidin",1
"icosapent",1
"icosapent ethyl",1
"imodium",1
"itraconazole",1
"ivacaftor",1
"levodopa",1
"lisinopril",1
"luteolin",1
"masitinib",1
"megestrol",1
"megestrol acetate",1
"memantine",1
"meropenem",1
"methacholine",1
"methadone",1
"midazolam",1
"montelukast",1
"nitroglycerin",1
"norepinephrine",1
"oxymetazoline",1
"permethrin",1
"phenibut",1
"phosphorus",1
"piracetam",1
"pirfenidone",1
"potassium chloride",1
"prasugrel",1
"prednisolone",1
"pregnenolone",1
"pterostilbene",1
"pyronaridine",1
"s-23",1
"sertraline",1
"sofosbuvir",1
"taurine",1
"trazodone",1
"vinpocetine",1
