"Drug","04-11-2021"
"remdesivir",7411
"ivermectin",2864
"budesonide",386
"fentanyl",346
"hydroxychloroquine",131
"quercetin",101
"actemra",55
"s-23",41
"azithromycin",39
"leronlimab",36
"estradiol",33
"niacin",30
"niclosamide",24
"citalopram",23
"ibuprofen",22
"montelukast",21
"dexamethasone",19
"penicillin",17
"doxycycline",16
"fexofenadine",15
"thalidomide",14
"chloroquine",12
"fluvoxamine",11
"levodopa",11
"ambroxol",10
"bromhexine",10
"famotidine",10
"berberine",9
"astaxanthin",8
"acetaminophen",7
"crocin",7
"prednisone",7
"tryptophan",7
"apixaban",6
"favipiravir",6
"methadone",6
"propofol",6
"riboflavin",6
"colchicine",5
"glyphosate",5
"nitazoxanide",5
"berzosertib",4
"doramectin",4
"estradiol benzoate",4
"estradiol-benzoate",4
"fluoxetine",4
"glutathione",4
"potassium",4
"quinine",4
"selamectin",4
"spironolactone",4
"baricitinib",3
"calcifediol",3
"dopamine",3
"etoricoxib",3
"hydroxyzine",3
"plitidepsin",3
"squalene",3
"angiotensin ii",2
"artesunate",2
"codeine",2
"creatine",2
"diclofenac",2
"epinephrine",2
"formaldehyde",2
"glycine",2
"hesperidin",2
"hydrocodone",2
"hypochlorous",2
"isoquercetin",2
"ketamine",2
"l-lysine",2
"megestrol",2
"megestrol acetate",2
"metformin",2
"mmda",2
"prednisolone",2
"progesterone",2
"ruxolitinib",2
"sodium acetate",2
"urea",2
"activated charcoal",1
"antipain",1
"artemisinin",1
"avibactam",1
"aviptadil",1
"beclometasone",1
"benzocaine",1
"biotin",1
"calpeptin",1
"cannabinol",1
"ceftazidime",1
"ceftolozane",1
"chlorhexidine",1
"chlorthalidone",1
"cholecalciferol",1
"ciclesonide",1
"cladribine",1
"clarithromycin",1
"clozapine",1
"cobalamin",1
"creatinine",1
"curcumin",1
"cysteine",1
"dextromethorphan",1
"diazepam",1
"epigallocatechin",1
"fenofibrate",1
"flutamide",1
"fluticasone",1
"forskolin",1
"gabapentin",1
"histidine",1
"hydrocortisone",1
"itraconazole",1
"ivabradine",1
"losartan",1
"magnesium chloride",1
"methotrexate",1
"methylprednisolone",1
"midazolam",1
"n-chlorotaurine",1
"naproxen",1
"neodymium",1
"oseltamivir",1
"oxycodone",1
"pancuronium",1
"pelitinib",1
"phosphorus",1
"potassium chloride",1
"pyronaridine",1
"salbutamol",1
"sofosbuvir",1
"tacrolimus",1
"tazobactam",1
"thiamine",1
"tramadol",1
"trazodone",1
"tromethamine",1
"uracil",1
"vancomycin",1
"vincristine",1
"warfarin",1
