"Drug","09-28-2020"
"favipiravir",167
"quercetin",41
"chlorine dioxide",9
"ambroxol",7
"niclosamide",5
"artemisinin",2
"merimepodib",2
"nafamostat",2
"phosphorus",2
"resveratrol",2
"theanine",2
"umifenovir",2
"apigenin",1
"apixaban",1
"cafedrine",1
"clioquinol",1
"dimethyl fumarate",1
"dolutegravir",1
"guanosine",1
"hydroxytyrosol",1
"inositol",1
"lonafarnib",1
"megestrol",1
"neodymium",1
"nicotinamide",1
"niobium",1
"prucalopride",1
"pyronaridine",1
"resiniferatoxin",1
"rhein",1
"semaglutide",1
"tantalum",1
"uracil",1
