"Drug","04-23-2022"
"ivermectin",2349
"quercetin",82
"hydroxychloroquine",62
"fentanyl",48
"ritonavir",48
"midazolam",28
"thalidomide",28
"indomethacin",23
"niacin",18
"dexamethasone",17
"vincristine",16
"prednisone",15
"fluvoxamine",14
"maraviroc",13
"warfarin",13
"ibuprofen",10
"minocycline",10
"dopamine",8
"azithromycin",6
"ketamine",6
"methotrexate",6
"glyphosate",5
"acyclovir",4
"chloroquine",4
"colchicine",4
"amantadine",3
"diphenhydramine",3
"estradiol",3
"methadone",3
"acetylcholine",2
"aniline",2
"gabapentin",2
"naloxone",2
"naproxen",2
"nortriptyline",2
"pregabalin",2
"progesterone",2
"s-23",2
"sildenafil",2
"thiamine",2
"trazodone",2
"acetaminophen",1
"adenine",1
"alanine",1
"amoxicillin",1
"apixaban",1
"artemether",1
"azathioprine",1
"beta-alanine",1
"biotin",1
"budesonide",1
"carbamazepine",1
"choline",1
"ciprofloxacin",1
"codeine",1
"cyanocobalamin",1
"cysteine",1
"diclofenac",1
"doxycycline",1
"famotidine",1
"fisetin",1
"glutathione",1
"guanine",1
"hydroxyzine",1
"l-lysine",1
"lansoprazole",1
"leucine",1
"levodopa",1
"levothyroxine",1
"loratadine",1
"megestrol acetate",1
"methylcobalamin",1
"methylprednisolone",1
"metoprolol",1
"naltrexone",1
"nelfinavir",1
"omeprazole",1
"plitidepsin",1
"pravastatin",1
"prazosin",1
"propranolol",1
"quinine",1
"sertraline",1
"sitagliptin",1
"spironolactone",1
"tryptophan",1
