"Drug","12-22-2020"
"leronlimab",137
"remdesivir",125
"dexamethasone",108
"chloroquine",46
"ivermectin",46
"midazolam",40
"fentanyl",32
"galidesivir",30
"favipiravir",26
"hydroxychloroquine",25
"doxycycline",23
"penicillin",23
"angiotensin ii",21
"baricitinib",18
"ibuprofen",16
"famotidine",14
"thalidomide",13
"aviptadil",12
"potassium",12
"s-23",12
"talopram",12
"cetylpyridinium",10
"camostat",9
"ketamine",9
"lopinavir",9
"naloxone",9
"calcifediol",8
"dopamine",8
"quinine",8
"vanadium",8
"apabetalone",7
"prednisone",7
"bradykinin",6
"codeine",6
"colchicine",6
"formaldehyde",6
"fructose",6
"ritonavir",6
"amoxicillin",5
"azithromycin",5
"buprenorphine",5
"epinephrine",5
"fluvoxamine",5
"hyaluronic",5
"methadone",5
"asparagine",4
"budesonide",4
"cannabidiol",4
"chlorine dioxide",4
"clofazimine",4
"colistin",4
"forskolin",4
"fosfomycin",4
"glutathione",4
"indomethacin",4
"resveratrol",4
"amantadine",3
"astaxanthin",3
"berberine",3
"bromhexine",3
"cadmium",3
"cetirizine",3
"icosapent",3
"icosapent ethyl",3
"larazotide",3
"metformin",3
"milrinone",3
"nitroprusside",3
"phenibut",3
"potassium chloride",3
"squalene",3
"tyrosine",3
"vincristine",3
"abacavir",2
"activated charcoal",2
"atropine",2
"bardoxolone",2
"bardoxolone methyl",2
"cholecalciferol",2
"chromium",2
"clonidine",2
"creatine",2
"cyclosporine",2
"dutasteride",2
"estradiol",2
"eugenol",2
"gentamicin",2
"imidazole",2
"indium",2
"meloxicam",2
"methotrexate",2
"moxonidine",2
"n-chlorotaurine",2
"phosphorus",2
"rubidium",2
"spironolactone",2
"acetaminophen",1
"alogliptin",1
"amlodipine",1
"apixaban",1
"apremilast",1
"arginine",1
"artemether",1
"artesunate",1
"baclofen",1
"biotin",1
"bucillamine",1
"cabazitaxel",1
"camphor",1
"celecoxib",1
"citalopram",1
"clarithromycin",1
"cysteine",1
"daclatasvir",1
"dalcetrapib",1
"dantrolene",1
"dapsone",1
"dextromethorphan",1
"diazepam",1
"diclofenac",1
"enoximone",1
"enzalutamide",1
"erdosteine",1
"erythromycin",1
"fexofenadine",1
"fluoxetine",1
"fluticasone",1
"gabapentin",1
"glycine",1
"glyphosate",1
"guaifenesin",1
"guanosine",1
"hydrocortisone",1
"icatibant",1
"ifenprodil",1
"imipramine",1
"imodium",1
"iodide",1
"isoquercetin",1
"ivabradine",1
"levodopa",1
"lidocaine",1
"lincomycin",1
"lorazepam",1
"lumefantrine",1
"megestrol",1
"megestrol acetate",1
"methylprednisolone",1
"midodrine",1
"mirin",1
"mirtazapine",1
"montelukast",1
"naltrexone",1
"nitazoxanide",1
"oleandrin",1
"oseltamivir",1
"phenylalanine",1
"potassium iodide",1
"poziotinib",1
"prednisolone",1
"progesterone",1
"proline",1
"propofol",1
"propranolol",1
"relugolix",1
"retinol",1
"ribavirin",1
"riboflavin",1
"rivaroxaban",1
"ropivacaine",1
"rufinamide",1
"seliciclib",1
"sildenafil",1
"siltuximab",1
"sofosbuvir",1
"sor-c13",1
"spermidine",1
"tacrolimus",1
"tempol",1
"thiamine",1
"thimerosal",1
"topotecan",1
"triamcinolone",1
"uracil",1
"urea",1
"vardenafil",1
"warfarin",1
"yohimbine",1
