"Drug","11-29-2020"
"hydroxychloroquine",402
"ivermectin",353
"azithromycin",334
"remdesivir",224
"quercetin",94
"chloroquine",63
"fluvoxamine",34
"urea",33
"doxycycline",31
"colchicine",28
"quinine",28
"dexamethasone",21
"aviptadil",20
"ibuprofen",15
"leronlimab",15
"chlorine dioxide",14
"thalidomide",14
"fentanyl",13
"nitazoxanide",13
"minocycline",12
"squalene",12
"baricitinib",10
"dopamine",9
"budesonide",8
"calcifediol",8
"fructose",8
"rutin",8
"famotidine",5
"prednisone",5
"cholecalciferol",4
"indole",4
"ketamine",4
"niacin",4
"potassium",4
"streptomycin",4
"warfarin",4
"abivertinib",3
"acetaminophen",3
"amantadine",3
"amoxicillin",3
"codeine",3
"favipiravir",3
"levodopa",3
"oxymetazoline",3
"amitriptyline",2
"benzonatate",2
"capsaicin",2
"flunarizine",2
"folic",2
"formaldehyde",2
"gliclazide",2
"glutathione",2
"glyphosate",2
"hesperidin",2
"hyaluronic",2
"icosapent",2
"icosapent ethyl",2
"lopinavir",2
"metformin",2
"methadone",2
"mmda",2
"nitrite",2
"oxcarbazepine",2
"penicillin",2
"pregabalin",2
"ribavirin",2
"ritonavir",2
"s-23",2
"toluene",2
"vincristine",2
"alanine",1
"ambroxol",1
"amphetamine",1
"ampicillin",1
"antimony",1
"apixaban",1
"astaxanthin",1
"atenolol",1
"atropine",1
"baloxavir marboxil",1
"baloxavir-marboxil",1
"bictegravir",1
"boron",1
"bromhexine",1
"bv4",1
"cadmium",1
"camostat",1
"cannabidiol",1
"cetirizine",1
"chlorhexidine",1
"choline",1
"chromium",1
"clindamycin",1
"coenzyme a",1
"cyproheptadine",1
"cysteine",1
"emtricitabine",1
"estradiol",1
"forskolin",1
"hydrocodone",1
"ifenprodil",1
"indomethacin",1
"inosine",1
"levofloxacin",1
"lidocaine",1
"macitentan",1
"mefloquine",1
"megestrol",1
"megestrol acetate",1
"methotrexate",1
"milrinone",1
"mirin",1
"nafamostat",1
"naloxone",1
"nicotinamide",1
"nitrous oxide",1
"nitrous-oxide",1
"phosphorus",1
"promethazine",1
"ractopamine",1
"resveratrol",1
"retinol",1
"riboflavin",1
"rivaroxaban",1
"selinexor",1
"sertraline",1
"simeprevir",1
"sofosbuvir",1
"talopram",1
"tenofovir",1
"theanine",1
"thebacon",1
"tiopronin",1
"tramadol",1
"tryptophan",1
"uracil",1
"uridine",1
"vancomycin",1
"velpatasvir",1
"verteporfin",1
