"Drug","06-15-2022"
"ivermectin",968
"hydroxychloroquine",80
"fentanyl",53
"quercetin",46
"fluvoxamine",34
"famotidine",18
"ibuprofen",16
"dexamethasone",15
"vincristine",15
"chloroquine",14
"ritonavir",13
"amantadine",11
"prednisone",10
"colchicine",7
"midazolam",7
"dopamine",6
"memantine",6
"niacin",6
"azithromycin",5
"methadone",5
"quinine",4
"acetaminophen",3
"budesonide",3
"cysteine",3
"doxycycline",3
"ketamine",3
"maraviroc",3
"naltrexone",3
"thalidomide",3
"tromethamine",3
"tryptophan",3
"warfarin",3
"amitriptyline",2
"apixaban",2
"codeine",2
"estradiol",2
"formaldehyde",2
"fructose",2
"gabapentin",2
"glutathione",2
"guaifenesin",2
"hesperidin",2
"imatinib",2
"iohexol",2
"montelukast",2
"oxycodone",2
"pentamidine",2
"prucalopride",2
"rutin",2
"sphingosine",2
"thiamine",2
"acetylcysteine",1
"adamantane",1
"aldosterone",1
"amoxicillin",1
"amphetamine",1
"arecoline",1
"arginine",1
"aviptadil",1
"benzonatate",1
"betamethasone",1
"biotin",1
"calcifediol",1
"choline",1
"clonazepam",1
"clopidogrel",1
"creatine",1
"cyclosporine",1
"dapagliflozin",1
"diclofenac",1
"fidaxomicin",1
"furosemide",1
"gliclazide",1
"hydrocortisone",1
"isoleucine",1
"ketotifen",1
"lenalidomide",1
"leucine",1
"lisinopril",1
"lopinavir",1
"megestrol acetate",1
"methotrexate",1
"methylprednisolone",1
"mmda",1
"naproxen",1
"naringenin",1
"nicotinamide",1
"oseltamivir",1
"phenylephrine",1
"prednisolone",1
"pregabalin",1
"pseudoephedrine",1
"quetiapine",1
"rimantadine",1
"s-23",1
"salbutamol",1
"sumatriptan",1
"terbinafine",1
"thiopental",1
"urea",1
"valine",1
"varenicline",1
